,Path,target
2889,/Users/arthurnicolas/Desktop/Code/Projet DataScientest/Images/PBC_dataset_normal_DIB/neutrophil/BNE_804691.jpg,NEU
2890,/Users/arthurnicolas/Desktop/Code/Projet DataScientest/Images/PBC_dataset_normal_DIB/neutrophil/BNE_277907.jpg,NEU
2891,/Users/arthurnicolas/Desktop/Code/Projet DataScientest/Images/PBC_dataset_normal_DIB/neutrophil/SNE_339610.jpg,NEU
2892,/Users/arthurnicolas/Desktop/Code/Projet DataScientest/Images/PBC_dataset_normal_DIB/neutrophil/BNE_174277.jpg,NEU
2893,/Users/arthurnicolas/Desktop/Code/Projet DataScientest/Images/PBC_dataset_normal_DIB/neutrophil/BNE_384128.jpg,NEU
2894,/Users/arthurnicolas/Desktop/Code/Projet DataScientest/Images/PBC_dataset_normal_DIB/neutrophil/BNE_494612.jpg,NEU
2895,/Users/arthurnicolas/Desktop/Code/Projet DataScientest/Images/PBC_dataset_normal_DIB/neutrophil/SNE_376675.jpg,NEU
2896,/Users/arthurnicolas/Desktop/Code/Projet DataScientest/Images/PBC_dataset_normal_DIB/neutrophil/BNE_501437.jpg,NEU
2897,/Users/arthurnicolas/Desktop/Code/Projet DataScientest/Images/PBC_dataset_normal_DIB/neutrophil/SNE_545033.jpg,NEU
2898,/Users/arthurnicolas/Desktop/Code/Projet DataScientest/Images/PBC_dataset_normal_DIB/neutrophil/BNE_39950.jpg,NEU
2899,/Users/arthurnicolas/Desktop/Code/Projet DataScientest/Images/PBC_dataset_normal_DIB/neutrophil/SNE_193682.jpg,NEU
2900,/Users/arthurnicolas/Desktop/Code/Projet DataScientest/Images/PBC_dataset_normal_DIB/neutrophil/SNE_944968.jpg,NEU
2901,/Users/arthurnicolas/Desktop/Code/Projet DataScientest/Images/PBC_dataset_normal_DIB/neutrophil/SNE_64091.jpg,NEU
2902,/Users/arthurnicolas/Desktop/Code/Projet DataScientest/Images/PBC_dataset_normal_DIB/neutrophil/BNE_705602.jpg,NEU
2903,/Users/arthurnicolas/Desktop/Code/Projet DataScientest/Images/PBC_dataset_normal_DIB/neutrophil/SNE_289676.jpg,NEU
2904,/Users/arthurnicolas/Desktop/Code/Projet DataScientest/Images/PBC_dataset_normal_DIB/neutrophil/SNE_209710.jpg,NEU
2905,/Users/arthurnicolas/Desktop/Code/Projet DataScientest/Images/PBC_dataset_normal_DIB/neutrophil/BNE_187466.jpg,NEU
2906,/Users/arthurnicolas/Desktop/Code/Projet DataScientest/Images/PBC_dataset_normal_DIB/neutrophil/BNE_244495.jpg,NEU
2907,/Users/arthurnicolas/Desktop/Code/Projet DataScientest/Images/PBC_dataset_normal_DIB/neutrophil/SNE_66862.jpg,NEU
2908,/Users/arthurnicolas/Desktop/Code/Projet DataScientest/Images/PBC_dataset_normal_DIB/neutrophil/SNE_534184.jpg,NEU
2909,/Users/arthurnicolas/Desktop/Code/Projet DataScientest/Images/PBC_dataset_normal_DIB/neutrophil/BNE_852425.jpg,NEU
2910,/Users/arthurnicolas/Desktop/Code/Projet DataScientest/Images/PBC_dataset_normal_DIB/neutrophil/BNE_859570.jpg,NEU
2911,/Users/arthurnicolas/Desktop/Code/Projet DataScientest/Images/PBC_dataset_normal_DIB/neutrophil/SNE_881639.jpg,NEU
2912,/Users/arthurnicolas/Desktop/Code/Projet DataScientest/Images/PBC_dataset_normal_DIB/neutrophil/BNE_227495.jpg,NEU
2913,/Users/arthurnicolas/Desktop/Code/Projet DataScientest/Images/PBC_dataset_normal_DIB/neutrophil/SNE_383824.jpg,NEU
2914,/Users/arthurnicolas/Desktop/Code/Projet DataScientest/Images/PBC_dataset_normal_DIB/neutrophil/SNE_610263.jpg,NEU
2915,/Users/arthurnicolas/Desktop/Code/Projet DataScientest/Images/PBC_dataset_normal_DIB/neutrophil/BNE_155905.jpg,NEU
2916,/Users/arthurnicolas/Desktop/Code/Projet DataScientest/Images/PBC_dataset_normal_DIB/neutrophil/SNE_614777.jpg,NEU
2917,/Users/arthurnicolas/Desktop/Code/Projet DataScientest/Images/PBC_dataset_normal_DIB/neutrophil/SNE_794163.jpg,NEU
2918,/Users/arthurnicolas/Desktop/Code/Projet DataScientest/Images/PBC_dataset_normal_DIB/neutrophil/SNE_446923.jpg,NEU
2919,/Users/arthurnicolas/Desktop/Code/Projet DataScientest/Images/PBC_dataset_normal_DIB/neutrophil/BNE_930707.jpg,NEU
2920,/Users/arthurnicolas/Desktop/Code/Projet DataScientest/Images/PBC_dataset_normal_DIB/neutrophil/SNE_378472.jpg,NEU
2921,/Users/arthurnicolas/Desktop/Code/Projet DataScientest/Images/PBC_dataset_normal_DIB/neutrophil/BNE_408177.jpg,NEU
2922,/Users/arthurnicolas/Desktop/Code/Projet DataScientest/Images/PBC_dataset_normal_DIB/neutrophil/SNE_530862.jpg,NEU
2923,/Users/arthurnicolas/Desktop/Code/Projet DataScientest/Images/PBC_dataset_normal_DIB/neutrophil/BNE_54028.jpg,NEU
2924,/Users/arthurnicolas/Desktop/Code/Projet DataScientest/Images/PBC_dataset_normal_DIB/neutrophil/BNE_859996.jpg,NEU
2925,/Users/arthurnicolas/Desktop/Code/Projet DataScientest/Images/PBC_dataset_normal_DIB/neutrophil/BNE_51150.jpg,NEU
2926,/Users/arthurnicolas/Desktop/Code/Projet DataScientest/Images/PBC_dataset_normal_DIB/neutrophil/SNE_123419.jpg,NEU
2927,/Users/arthurnicolas/Desktop/Code/Projet DataScientest/Images/PBC_dataset_normal_DIB/neutrophil/SNE_14748.jpg,NEU
2928,/Users/arthurnicolas/Desktop/Code/Projet DataScientest/Images/PBC_dataset_normal_DIB/neutrophil/SNE_489607.jpg,NEU
2929,/Users/arthurnicolas/Desktop/Code/Projet DataScientest/Images/PBC_dataset_normal_DIB/neutrophil/BNE_193611.jpg,NEU
2930,/Users/arthurnicolas/Desktop/Code/Projet DataScientest/Images/PBC_dataset_normal_DIB/neutrophil/BNE_980007.jpg,NEU
2931,/Users/arthurnicolas/Desktop/Code/Projet DataScientest/Images/PBC_dataset_normal_DIB/neutrophil/SNE_714788.jpg,NEU
2932,/Users/arthurnicolas/Desktop/Code/Projet DataScientest/Images/PBC_dataset_normal_DIB/neutrophil/SNE_271495.jpg,NEU
2933,/Users/arthurnicolas/Desktop/Code/Projet DataScientest/Images/PBC_dataset_normal_DIB/neutrophil/BNE_706135.jpg,NEU
2934,/Users/arthurnicolas/Desktop/Code/Projet DataScientest/Images/PBC_dataset_normal_DIB/neutrophil/SNE_492233.jpg,NEU
2935,/Users/arthurnicolas/Desktop/Code/Projet DataScientest/Images/PBC_dataset_normal_DIB/neutrophil/BNE_480263.jpg,NEU
2936,/Users/arthurnicolas/Desktop/Code/Projet DataScientest/Images/PBC_dataset_normal_DIB/neutrophil/SNE_122854.jpg,NEU
2937,/Users/arthurnicolas/Desktop/Code/Projet DataScientest/Images/PBC_dataset_normal_DIB/neutrophil/SNE_217857.jpg,NEU
2938,/Users/arthurnicolas/Desktop/Code/Projet DataScientest/Images/PBC_dataset_normal_DIB/neutrophil/SNE_69166.jpg,NEU
2939,/Users/arthurnicolas/Desktop/Code/Projet DataScientest/Images/PBC_dataset_normal_DIB/neutrophil/SNE_339572.jpg,NEU
2940,/Users/arthurnicolas/Desktop/Code/Projet DataScientest/Images/PBC_dataset_normal_DIB/neutrophil/SNE_882278.jpg,NEU
2941,/Users/arthurnicolas/Desktop/Code/Projet DataScientest/Images/PBC_dataset_normal_DIB/neutrophil/BNE_31049.jpg,NEU
2942,/Users/arthurnicolas/Desktop/Code/Projet DataScientest/Images/PBC_dataset_normal_DIB/neutrophil/BNE_168500.jpg,NEU
2943,/Users/arthurnicolas/Desktop/Code/Projet DataScientest/Images/PBC_dataset_normal_DIB/neutrophil/SNE_386155.jpg,NEU
2944,/Users/arthurnicolas/Desktop/Code/Projet DataScientest/Images/PBC_dataset_normal_DIB/neutrophil/SNE_445423.jpg,NEU
2945,/Users/arthurnicolas/Desktop/Code/Projet DataScientest/Images/PBC_dataset_normal_DIB/neutrophil/SNE_914583.jpg,NEU
2946,/Users/arthurnicolas/Desktop/Code/Projet DataScientest/Images/PBC_dataset_normal_DIB/neutrophil/BNE_94378.jpg,NEU
2947,/Users/arthurnicolas/Desktop/Code/Projet DataScientest/Images/PBC_dataset_normal_DIB/neutrophil/BNE_753732.jpg,NEU
2948,/Users/arthurnicolas/Desktop/Code/Projet DataScientest/Images/PBC_dataset_normal_DIB/neutrophil/NEUTROPHIL_982898.jpg,NEU
2949,/Users/arthurnicolas/Desktop/Code/Projet DataScientest/Images/PBC_dataset_normal_DIB/neutrophil/BNE_746471.jpg,NEU
2950,/Users/arthurnicolas/Desktop/Code/Projet DataScientest/Images/PBC_dataset_normal_DIB/neutrophil/SNE_938727.jpg,NEU
2951,/Users/arthurnicolas/Desktop/Code/Projet DataScientest/Images/PBC_dataset_normal_DIB/neutrophil/SNE_899857.jpg,NEU
2952,/Users/arthurnicolas/Desktop/Code/Projet DataScientest/Images/PBC_dataset_normal_DIB/neutrophil/BNE_69587.jpg,NEU
2953,/Users/arthurnicolas/Desktop/Code/Projet DataScientest/Images/PBC_dataset_normal_DIB/neutrophil/SNE_650531.jpg,NEU
2954,/Users/arthurnicolas/Desktop/Code/Projet DataScientest/Images/PBC_dataset_normal_DIB/neutrophil/SNE_276067.jpg,NEU
2955,/Users/arthurnicolas/Desktop/Code/Projet DataScientest/Images/PBC_dataset_normal_DIB/neutrophil/SNE_656626.jpg,NEU
2956,/Users/arthurnicolas/Desktop/Code/Projet DataScientest/Images/PBC_dataset_normal_DIB/neutrophil/BNE_133048.jpg,NEU
2957,/Users/arthurnicolas/Desktop/Code/Projet DataScientest/Images/PBC_dataset_normal_DIB/neutrophil/BNE_840814.jpg,NEU
2958,/Users/arthurnicolas/Desktop/Code/Projet DataScientest/Images/PBC_dataset_normal_DIB/neutrophil/BNE_459066.jpg,NEU
2959,/Users/arthurnicolas/Desktop/Code/Projet DataScientest/Images/PBC_dataset_normal_DIB/neutrophil/BNE_977712.jpg,NEU
2960,/Users/arthurnicolas/Desktop/Code/Projet DataScientest/Images/PBC_dataset_normal_DIB/neutrophil/BNE_53394.jpg,NEU
2961,/Users/arthurnicolas/Desktop/Code/Projet DataScientest/Images/PBC_dataset_normal_DIB/neutrophil/SNE_912333.jpg,NEU
2962,/Users/arthurnicolas/Desktop/Code/Projet DataScientest/Images/PBC_dataset_normal_DIB/neutrophil/SNE_887894.jpg,NEU
2963,/Users/arthurnicolas/Desktop/Code/Projet DataScientest/Images/PBC_dataset_normal_DIB/neutrophil/SNE_250922.jpg,NEU
2964,/Users/arthurnicolas/Desktop/Code/Projet DataScientest/Images/PBC_dataset_normal_DIB/neutrophil/BNE_494996.jpg,NEU
2965,/Users/arthurnicolas/Desktop/Code/Projet DataScientest/Images/PBC_dataset_normal_DIB/neutrophil/SNE_801373.jpg,NEU
2966,/Users/arthurnicolas/Desktop/Code/Projet DataScientest/Images/PBC_dataset_normal_DIB/neutrophil/SNE_613420.jpg,NEU
2967,/Users/arthurnicolas/Desktop/Code/Projet DataScientest/Images/PBC_dataset_normal_DIB/neutrophil/BNE_801860.jpg,NEU
2968,/Users/arthurnicolas/Desktop/Code/Projet DataScientest/Images/PBC_dataset_normal_DIB/neutrophil/BNE_489079.jpg,NEU
2969,/Users/arthurnicolas/Desktop/Code/Projet DataScientest/Images/PBC_dataset_normal_DIB/neutrophil/BNE_857398.jpg,NEU
2970,/Users/arthurnicolas/Desktop/Code/Projet DataScientest/Images/PBC_dataset_normal_DIB/neutrophil/BNE_660663.jpg,NEU
2971,/Users/arthurnicolas/Desktop/Code/Projet DataScientest/Images/PBC_dataset_normal_DIB/neutrophil/BNE_287569.jpg,NEU
2972,/Users/arthurnicolas/Desktop/Code/Projet DataScientest/Images/PBC_dataset_normal_DIB/neutrophil/SNE_302902.jpg,NEU
2973,/Users/arthurnicolas/Desktop/Code/Projet DataScientest/Images/PBC_dataset_normal_DIB/neutrophil/BNE_548143.jpg,NEU
2974,/Users/arthurnicolas/Desktop/Code/Projet DataScientest/Images/PBC_dataset_normal_DIB/neutrophil/BNE_917757.jpg,NEU
2975,/Users/arthurnicolas/Desktop/Code/Projet DataScientest/Images/PBC_dataset_normal_DIB/neutrophil/BNE_958040.jpg,NEU
2976,/Users/arthurnicolas/Desktop/Code/Projet DataScientest/Images/PBC_dataset_normal_DIB/neutrophil/BNE_342806.jpg,NEU
2977,/Users/arthurnicolas/Desktop/Code/Projet DataScientest/Images/PBC_dataset_normal_DIB/neutrophil/SNE_902849.jpg,NEU
2978,/Users/arthurnicolas/Desktop/Code/Projet DataScientest/Images/PBC_dataset_normal_DIB/neutrophil/SNE_675028.jpg,NEU
2979,/Users/arthurnicolas/Desktop/Code/Projet DataScientest/Images/PBC_dataset_normal_DIB/neutrophil/SNE_408047.jpg,NEU
2980,/Users/arthurnicolas/Desktop/Code/Projet DataScientest/Images/PBC_dataset_normal_DIB/neutrophil/SNE_304432.jpg,NEU
2981,/Users/arthurnicolas/Desktop/Code/Projet DataScientest/Images/PBC_dataset_normal_DIB/neutrophil/BNE_369467.jpg,NEU
2982,/Users/arthurnicolas/Desktop/Code/Projet DataScientest/Images/PBC_dataset_normal_DIB/neutrophil/SNE_187967.jpg,NEU
2983,/Users/arthurnicolas/Desktop/Code/Projet DataScientest/Images/PBC_dataset_normal_DIB/neutrophil/SNE_241620.jpg,NEU
2984,/Users/arthurnicolas/Desktop/Code/Projet DataScientest/Images/PBC_dataset_normal_DIB/neutrophil/BNE_120960.jpg,NEU
2985,/Users/arthurnicolas/Desktop/Code/Projet DataScientest/Images/PBC_dataset_normal_DIB/neutrophil/BNE_776969.jpg,NEU
2986,/Users/arthurnicolas/Desktop/Code/Projet DataScientest/Images/PBC_dataset_normal_DIB/neutrophil/SNE_825561.jpg,NEU
2987,/Users/arthurnicolas/Desktop/Code/Projet DataScientest/Images/PBC_dataset_normal_DIB/neutrophil/BNE_98999.jpg,NEU
2988,/Users/arthurnicolas/Desktop/Code/Projet DataScientest/Images/PBC_dataset_normal_DIB/neutrophil/BNE_384920.jpg,NEU
2989,/Users/arthurnicolas/Desktop/Code/Projet DataScientest/Images/PBC_dataset_normal_DIB/neutrophil/BNE_688321.jpg,NEU
2990,/Users/arthurnicolas/Desktop/Code/Projet DataScientest/Images/PBC_dataset_normal_DIB/neutrophil/BNE_848534.jpg,NEU
2991,/Users/arthurnicolas/Desktop/Code/Projet DataScientest/Images/PBC_dataset_normal_DIB/neutrophil/SNE_763893.jpg,NEU
2992,/Users/arthurnicolas/Desktop/Code/Projet DataScientest/Images/PBC_dataset_normal_DIB/neutrophil/BNE_363611.jpg,NEU
2993,/Users/arthurnicolas/Desktop/Code/Projet DataScientest/Images/PBC_dataset_normal_DIB/neutrophil/BNE_582893.jpg,NEU
2994,/Users/arthurnicolas/Desktop/Code/Projet DataScientest/Images/PBC_dataset_normal_DIB/neutrophil/BNE_340751.jpg,NEU
2995,/Users/arthurnicolas/Desktop/Code/Projet DataScientest/Images/PBC_dataset_normal_DIB/neutrophil/SNE_197208.jpg,NEU
2996,/Users/arthurnicolas/Desktop/Code/Projet DataScientest/Images/PBC_dataset_normal_DIB/neutrophil/BNE_600196.jpg,NEU
2997,/Users/arthurnicolas/Desktop/Code/Projet DataScientest/Images/PBC_dataset_normal_DIB/neutrophil/SNE_571552.jpg,NEU
2998,/Users/arthurnicolas/Desktop/Code/Projet DataScientest/Images/PBC_dataset_normal_DIB/neutrophil/SNE_749061.jpg,NEU
2999,/Users/arthurnicolas/Desktop/Code/Projet DataScientest/Images/PBC_dataset_normal_DIB/neutrophil/SNE_699042.jpg,NEU
3000,/Users/arthurnicolas/Desktop/Code/Projet DataScientest/Images/PBC_dataset_normal_DIB/neutrophil/SNE_819515.jpg,NEU
3001,/Users/arthurnicolas/Desktop/Code/Projet DataScientest/Images/PBC_dataset_normal_DIB/neutrophil/BNE_210628.jpg,NEU
3002,/Users/arthurnicolas/Desktop/Code/Projet DataScientest/Images/PBC_dataset_normal_DIB/neutrophil/BNE_546147.jpg,NEU
3003,/Users/arthurnicolas/Desktop/Code/Projet DataScientest/Images/PBC_dataset_normal_DIB/neutrophil/SNE_158445.jpg,NEU
3004,/Users/arthurnicolas/Desktop/Code/Projet DataScientest/Images/PBC_dataset_normal_DIB/neutrophil/BNE_951529.jpg,NEU
3005,/Users/arthurnicolas/Desktop/Code/Projet DataScientest/Images/PBC_dataset_normal_DIB/neutrophil/SNE_243234.jpg,NEU
3006,/Users/arthurnicolas/Desktop/Code/Projet DataScientest/Images/PBC_dataset_normal_DIB/neutrophil/BNE_882003.jpg,NEU
3007,/Users/arthurnicolas/Desktop/Code/Projet DataScientest/Images/PBC_dataset_normal_DIB/neutrophil/SNE_40278.jpg,NEU
3008,/Users/arthurnicolas/Desktop/Code/Projet DataScientest/Images/PBC_dataset_normal_DIB/neutrophil/SNE_516734.jpg,NEU
3009,/Users/arthurnicolas/Desktop/Code/Projet DataScientest/Images/PBC_dataset_normal_DIB/neutrophil/BNE_960086.jpg,NEU
3010,/Users/arthurnicolas/Desktop/Code/Projet DataScientest/Images/PBC_dataset_normal_DIB/neutrophil/BNE_89466.jpg,NEU
3011,/Users/arthurnicolas/Desktop/Code/Projet DataScientest/Images/PBC_dataset_normal_DIB/neutrophil/BNE_910561.jpg,NEU
3012,/Users/arthurnicolas/Desktop/Code/Projet DataScientest/Images/PBC_dataset_normal_DIB/neutrophil/SNE_129727.jpg,NEU
3013,/Users/arthurnicolas/Desktop/Code/Projet DataScientest/Images/PBC_dataset_normal_DIB/neutrophil/BNE_105060.jpg,NEU
3014,/Users/arthurnicolas/Desktop/Code/Projet DataScientest/Images/PBC_dataset_normal_DIB/neutrophil/SNE_607695.jpg,NEU
3015,/Users/arthurnicolas/Desktop/Code/Projet DataScientest/Images/PBC_dataset_normal_DIB/neutrophil/BNE_285800.jpg,NEU
3016,/Users/arthurnicolas/Desktop/Code/Projet DataScientest/Images/PBC_dataset_normal_DIB/neutrophil/BNE_656677.jpg,NEU
3017,/Users/arthurnicolas/Desktop/Code/Projet DataScientest/Images/PBC_dataset_normal_DIB/neutrophil/SNE_19457.jpg,NEU
3018,/Users/arthurnicolas/Desktop/Code/Projet DataScientest/Images/PBC_dataset_normal_DIB/neutrophil/SNE_959482.jpg,NEU
3019,/Users/arthurnicolas/Desktop/Code/Projet DataScientest/Images/PBC_dataset_normal_DIB/neutrophil/BNE_124086.jpg,NEU
3020,/Users/arthurnicolas/Desktop/Code/Projet DataScientest/Images/PBC_dataset_normal_DIB/neutrophil/BNE_417877.jpg,NEU
3021,/Users/arthurnicolas/Desktop/Code/Projet DataScientest/Images/PBC_dataset_normal_DIB/neutrophil/SNE_637018.jpg,NEU
3022,/Users/arthurnicolas/Desktop/Code/Projet DataScientest/Images/PBC_dataset_normal_DIB/neutrophil/SNE_979034.jpg,NEU
3023,/Users/arthurnicolas/Desktop/Code/Projet DataScientest/Images/PBC_dataset_normal_DIB/neutrophil/BNE_725869.jpg,NEU
3024,/Users/arthurnicolas/Desktop/Code/Projet DataScientest/Images/PBC_dataset_normal_DIB/neutrophil/SNE_672550.jpg,NEU
3025,/Users/arthurnicolas/Desktop/Code/Projet DataScientest/Images/PBC_dataset_normal_DIB/neutrophil/BNE_481801.jpg,NEU
3026,/Users/arthurnicolas/Desktop/Code/Projet DataScientest/Images/PBC_dataset_normal_DIB/neutrophil/SNE_650929.jpg,NEU
3027,/Users/arthurnicolas/Desktop/Code/Projet DataScientest/Images/PBC_dataset_normal_DIB/neutrophil/SNE_668285.jpg,NEU
3028,/Users/arthurnicolas/Desktop/Code/Projet DataScientest/Images/PBC_dataset_normal_DIB/neutrophil/BNE_399554.jpg,NEU
3029,/Users/arthurnicolas/Desktop/Code/Projet DataScientest/Images/PBC_dataset_normal_DIB/neutrophil/SNE_688417.jpg,NEU
3030,/Users/arthurnicolas/Desktop/Code/Projet DataScientest/Images/PBC_dataset_normal_DIB/neutrophil/SNE_972820.jpg,NEU
3031,/Users/arthurnicolas/Desktop/Code/Projet DataScientest/Images/PBC_dataset_normal_DIB/neutrophil/SNE_700139.jpg,NEU
3032,/Users/arthurnicolas/Desktop/Code/Projet DataScientest/Images/PBC_dataset_normal_DIB/neutrophil/BNE_125415.jpg,NEU
3033,/Users/arthurnicolas/Desktop/Code/Projet DataScientest/Images/PBC_dataset_normal_DIB/neutrophil/BNE_734743.jpg,NEU
3034,/Users/arthurnicolas/Desktop/Code/Projet DataScientest/Images/PBC_dataset_normal_DIB/neutrophil/BNE_420956.jpg,NEU
3035,/Users/arthurnicolas/Desktop/Code/Projet DataScientest/Images/PBC_dataset_normal_DIB/neutrophil/BNE_865129.jpg,NEU
3036,/Users/arthurnicolas/Desktop/Code/Projet DataScientest/Images/PBC_dataset_normal_DIB/neutrophil/SNE_735828.jpg,NEU
3037,/Users/arthurnicolas/Desktop/Code/Projet DataScientest/Images/PBC_dataset_normal_DIB/neutrophil/SNE_402972.jpg,NEU
3038,/Users/arthurnicolas/Desktop/Code/Projet DataScientest/Images/PBC_dataset_normal_DIB/neutrophil/BNE_580262.jpg,NEU
3039,/Users/arthurnicolas/Desktop/Code/Projet DataScientest/Images/PBC_dataset_normal_DIB/neutrophil/SNE_942061.jpg,NEU
3040,/Users/arthurnicolas/Desktop/Code/Projet DataScientest/Images/PBC_dataset_normal_DIB/neutrophil/SNE_910733.jpg,NEU
3041,/Users/arthurnicolas/Desktop/Code/Projet DataScientest/Images/PBC_dataset_normal_DIB/neutrophil/BNE_896102.jpg,NEU
3042,/Users/arthurnicolas/Desktop/Code/Projet DataScientest/Images/PBC_dataset_normal_DIB/neutrophil/SNE_961733.jpg,NEU
3043,/Users/arthurnicolas/Desktop/Code/Projet DataScientest/Images/PBC_dataset_normal_DIB/neutrophil/SNE_679559.jpg,NEU
3044,/Users/arthurnicolas/Desktop/Code/Projet DataScientest/Images/PBC_dataset_normal_DIB/neutrophil/SNE_176357.jpg,NEU
3045,/Users/arthurnicolas/Desktop/Code/Projet DataScientest/Images/PBC_dataset_normal_DIB/neutrophil/BNE_659430.jpg,NEU
3046,/Users/arthurnicolas/Desktop/Code/Projet DataScientest/Images/PBC_dataset_normal_DIB/neutrophil/BNE_734804.jpg,NEU
3047,/Users/arthurnicolas/Desktop/Code/Projet DataScientest/Images/PBC_dataset_normal_DIB/neutrophil/SNE_775439.jpg,NEU
3048,/Users/arthurnicolas/Desktop/Code/Projet DataScientest/Images/PBC_dataset_normal_DIB/neutrophil/BNE_472143.jpg,NEU
3049,/Users/arthurnicolas/Desktop/Code/Projet DataScientest/Images/PBC_dataset_normal_DIB/neutrophil/BNE_34911.jpg,NEU
3050,/Users/arthurnicolas/Desktop/Code/Projet DataScientest/Images/PBC_dataset_normal_DIB/neutrophil/BNE_666824.jpg,NEU
3051,/Users/arthurnicolas/Desktop/Code/Projet DataScientest/Images/PBC_dataset_normal_DIB/neutrophil/BNE_679904.jpg,NEU
3052,/Users/arthurnicolas/Desktop/Code/Projet DataScientest/Images/PBC_dataset_normal_DIB/neutrophil/BNE_284465.jpg,NEU
3053,/Users/arthurnicolas/Desktop/Code/Projet DataScientest/Images/PBC_dataset_normal_DIB/neutrophil/BNE_667509.jpg,NEU
3054,/Users/arthurnicolas/Desktop/Code/Projet DataScientest/Images/PBC_dataset_normal_DIB/neutrophil/SNE_929944.jpg,NEU
3055,/Users/arthurnicolas/Desktop/Code/Projet DataScientest/Images/PBC_dataset_normal_DIB/neutrophil/BNE_174048.jpg,NEU
3056,/Users/arthurnicolas/Desktop/Code/Projet DataScientest/Images/PBC_dataset_normal_DIB/neutrophil/SNE_133810.jpg,NEU
3057,/Users/arthurnicolas/Desktop/Code/Projet DataScientest/Images/PBC_dataset_normal_DIB/neutrophil/SNE_943223.jpg,NEU
3058,/Users/arthurnicolas/Desktop/Code/Projet DataScientest/Images/PBC_dataset_normal_DIB/neutrophil/SNE_432053.jpg,NEU
3059,/Users/arthurnicolas/Desktop/Code/Projet DataScientest/Images/PBC_dataset_normal_DIB/neutrophil/BNE_733616.jpg,NEU
3060,/Users/arthurnicolas/Desktop/Code/Projet DataScientest/Images/PBC_dataset_normal_DIB/neutrophil/SNE_120844.jpg,NEU
3061,/Users/arthurnicolas/Desktop/Code/Projet DataScientest/Images/PBC_dataset_normal_DIB/neutrophil/SNE_79214.jpg,NEU
3062,/Users/arthurnicolas/Desktop/Code/Projet DataScientest/Images/PBC_dataset_normal_DIB/neutrophil/BNE_635273.jpg,NEU
3063,/Users/arthurnicolas/Desktop/Code/Projet DataScientest/Images/PBC_dataset_normal_DIB/neutrophil/BNE_241705.jpg,NEU
3064,/Users/arthurnicolas/Desktop/Code/Projet DataScientest/Images/PBC_dataset_normal_DIB/neutrophil/SNE_714010.jpg,NEU
3065,/Users/arthurnicolas/Desktop/Code/Projet DataScientest/Images/PBC_dataset_normal_DIB/neutrophil/SNE_215853.jpg,NEU
3066,/Users/arthurnicolas/Desktop/Code/Projet DataScientest/Images/PBC_dataset_normal_DIB/neutrophil/SNE_118471.jpg,NEU
3067,/Users/arthurnicolas/Desktop/Code/Projet DataScientest/Images/PBC_dataset_normal_DIB/neutrophil/SNE_182229.jpg,NEU
3068,/Users/arthurnicolas/Desktop/Code/Projet DataScientest/Images/PBC_dataset_normal_DIB/neutrophil/BNE_49911.jpg,NEU
3069,/Users/arthurnicolas/Desktop/Code/Projet DataScientest/Images/PBC_dataset_normal_DIB/neutrophil/SNE_656237.jpg,NEU
3070,/Users/arthurnicolas/Desktop/Code/Projet DataScientest/Images/PBC_dataset_normal_DIB/neutrophil/SNE_390859.jpg,NEU
3071,/Users/arthurnicolas/Desktop/Code/Projet DataScientest/Images/PBC_dataset_normal_DIB/neutrophil/BNE_53949.jpg,NEU
3072,/Users/arthurnicolas/Desktop/Code/Projet DataScientest/Images/PBC_dataset_normal_DIB/neutrophil/SNE_364066.jpg,NEU
3073,/Users/arthurnicolas/Desktop/Code/Projet DataScientest/Images/PBC_dataset_normal_DIB/neutrophil/SNE_784826.jpg,NEU
3074,/Users/arthurnicolas/Desktop/Code/Projet DataScientest/Images/PBC_dataset_normal_DIB/neutrophil/SNE_207714.jpg,NEU
3075,/Users/arthurnicolas/Desktop/Code/Projet DataScientest/Images/PBC_dataset_normal_DIB/neutrophil/BNE_175829.jpg,NEU
3076,/Users/arthurnicolas/Desktop/Code/Projet DataScientest/Images/PBC_dataset_normal_DIB/neutrophil/BNE_186779.jpg,NEU
3077,/Users/arthurnicolas/Desktop/Code/Projet DataScientest/Images/PBC_dataset_normal_DIB/neutrophil/BNE_838831.jpg,NEU
3078,/Users/arthurnicolas/Desktop/Code/Projet DataScientest/Images/PBC_dataset_normal_DIB/neutrophil/SNE_752290.jpg,NEU
3079,/Users/arthurnicolas/Desktop/Code/Projet DataScientest/Images/PBC_dataset_normal_DIB/neutrophil/BNE_598798.jpg,NEU
3080,/Users/arthurnicolas/Desktop/Code/Projet DataScientest/Images/PBC_dataset_normal_DIB/neutrophil/SNE_744394.jpg,NEU
3081,/Users/arthurnicolas/Desktop/Code/Projet DataScientest/Images/PBC_dataset_normal_DIB/neutrophil/BNE_307591.jpg,NEU
3082,/Users/arthurnicolas/Desktop/Code/Projet DataScientest/Images/PBC_dataset_normal_DIB/neutrophil/BNE_385586.jpg,NEU
3083,/Users/arthurnicolas/Desktop/Code/Projet DataScientest/Images/PBC_dataset_normal_DIB/neutrophil/SNE_984218.jpg,NEU
3084,/Users/arthurnicolas/Desktop/Code/Projet DataScientest/Images/PBC_dataset_normal_DIB/neutrophil/SNE_81791.jpg,NEU
