Path,target,target_numerique,prediction
Images/PBC_dataset_normal_DIB\eosinophil/EO_562173.jpg,EO,2,EO
Images/PBC_dataset_normal_DIB\eosinophil/EO_536327.jpg,EO,2,EO
Images/PBC_dataset_normal_DIB\eosinophil/EO_377859.jpg,EO,2,EO
Images/PBC_dataset_normal_DIB\neutrophil/SNE_919457.jpg,NEUTROPHIL,1,NEUTROPHIL
Images/PBC_dataset_normal_DIB\platelet/PLATELET_927799.jpg,PLATELET,7,PLATELET
Images/PBC_dataset_normal_DIB\neutrophil/BNE_295613.jpg,NEUTROPHIL,1,NEUTROPHIL
Images/PBC_dataset_normal_DIB\monocyte/MO_553342.jpg,MO,6,MO
Images/PBC_dataset_normal_DIB\neutrophil/SNE_842165.jpg,NEUTROPHIL,1,NEUTROPHIL
Images/PBC_dataset_normal_DIB\neutrophil/SNE_174050.jpg,NEUTROPHIL,1,NEUTROPHIL
Images/PBC_dataset_normal_DIB\eosinophil/EO_909229.jpg,EO,2,EO
Images/PBC_dataset_normal_DIB\neutrophil/BNE_954919.jpg,NEUTROPHIL,1,NEUTROPHIL
Images/PBC_dataset_normal_DIB\platelet/PLATELET_159466.jpg,PLATELET,7,PLATELET
Images/PBC_dataset_normal_DIB\basophil/BA_589888.jpg,BA,5,BA
Images/PBC_dataset_normal_DIB\monocyte/MO_666057.jpg,MO,6,MO
Images/PBC_dataset_normal_DIB\erythroblast/ERB_55146.jpg,ERB,0,ERB
Images/PBC_dataset_normal_DIB\ig/MMY_447393.jpg,IG,3,IG
Images/PBC_dataset_normal_DIB\neutrophil/SNE_23265.jpg,NEUTROPHIL,1,NEUTROPHIL
Images/PBC_dataset_normal_DIB\platelet/PLATELET_35112.jpg,PLATELET,7,PLATELET
Images/PBC_dataset_normal_DIB\monocyte/MO_239521.jpg,MO,6,MO
Images/PBC_dataset_normal_DIB\erythroblast/ERB_897344.jpg,ERB,0,ERB
Images/PBC_dataset_normal_DIB\ig/MMY_787613.jpg,IG,3,IG
Images/PBC_dataset_normal_DIB\eosinophil/EO_164931.jpg,EO,2,EO
Images/PBC_dataset_normal_DIB\ig/MMY_73213.jpg,IG,3,IG
Images/PBC_dataset_normal_DIB\erythroblast/ERB_863844.jpg,ERB,0,ERB
Images/PBC_dataset_normal_DIB\ig/MMY_103779.jpg,IG,3,IG
Images/PBC_dataset_normal_DIB\monocyte/MO_558465.jpg,MO,6,MO
Images/PBC_dataset_normal_DIB\ig/PMY_398261.jpg,IG,3,IG
Images/PBC_dataset_normal_DIB\neutrophil/BNE_515288.jpg,NEUTROPHIL,1,NEUTROPHIL
Images/PBC_dataset_normal_DIB\monocyte/MO_762412.jpg,MO,6,MO
Images/PBC_dataset_normal_DIB\neutrophil/BNE_344758.jpg,NEUTROPHIL,1,NEUTROPHIL
Images/PBC_dataset_normal_DIB\eosinophil/EO_739713.jpg,EO,2,EO
Images/PBC_dataset_normal_DIB\eosinophil/EO_417637.jpg,EO,2,EO
Images/PBC_dataset_normal_DIB\platelet/PLATELET_742668.jpg,PLATELET,7,PLATELET
Images/PBC_dataset_normal_DIB\monocyte/MO_817026.jpg,MO,6,MO
Images/PBC_dataset_normal_DIB\platelet/PLATELET_81064.jpg,PLATELET,7,PLATELET
Images/PBC_dataset_normal_DIB\monocyte/MO_149116.jpg,MO,6,MO
Images/PBC_dataset_normal_DIB\platelet/PLATELET_409933.jpg,PLATELET,7,PLATELET
Images/PBC_dataset_normal_DIB\platelet/PLATELET_924978.jpg,PLATELET,7,PLATELET
Images/PBC_dataset_normal_DIB\monocyte/MO_739789.jpg,MO,6,MO
Images/PBC_dataset_normal_DIB\ig/PMY_171652.jpg,IG,3,IG
Images/PBC_dataset_normal_DIB\neutrophil/SNE_184903.jpg,NEUTROPHIL,1,NEUTROPHIL
Images/PBC_dataset_normal_DIB\lymphocyte/LY_442238.jpg,LY,4,LY
Images/PBC_dataset_normal_DIB\erythroblast/ERB_90040.jpg,ERB,0,ERB
Images/PBC_dataset_normal_DIB\eosinophil/EO_140611.jpg,EO,2,EO
Images/PBC_dataset_normal_DIB\lymphocyte/LY_930690.jpg,LY,4,LY
Images/PBC_dataset_normal_DIB\platelet/PLATELET_124212.jpg,PLATELET,7,PLATELET
Images/PBC_dataset_normal_DIB\eosinophil/EO_949602.jpg,EO,2,NEUTROPHIL
Images/PBC_dataset_normal_DIB\basophil/BA_381452.jpg,BA,5,BA
Images/PBC_dataset_normal_DIB\lymphocyte/LY_478787.jpg,LY,4,LY
Images/PBC_dataset_normal_DIB\erythroblast/ERB_889605.jpg,ERB,0,ERB
Images/PBC_dataset_normal_DIB\eosinophil/EO_109766.jpg,EO,2,EO
Images/PBC_dataset_normal_DIB\ig/MY_305490.jpg,IG,3,IG
Images/PBC_dataset_normal_DIB\ig/MY_374353.jpg,IG,3,IG
Images/PBC_dataset_normal_DIB\ig/MY_713569.jpg,IG,3,IG
Images/PBC_dataset_normal_DIB\neutrophil/BNE_427592.jpg,NEUTROPHIL,1,NEUTROPHIL
Images/PBC_dataset_normal_DIB\lymphocyte/LY_599428.jpg,LY,4,NEUTROPHIL
Images/PBC_dataset_normal_DIB\platelet/PLATELET_354013.jpg,PLATELET,7,PLATELET
Images/PBC_dataset_normal_DIB\eosinophil/EO_744068.jpg,EO,2,EO
Images/PBC_dataset_normal_DIB\neutrophil/SNE_974314.jpg,NEUTROPHIL,1,NEUTROPHIL
Images/PBC_dataset_normal_DIB\neutrophil/SNE_374959.jpg,NEUTROPHIL,1,NEUTROPHIL
Images/PBC_dataset_normal_DIB\neutrophil/BNE_135118.jpg,NEUTROPHIL,1,NEUTROPHIL
Images/PBC_dataset_normal_DIB\eosinophil/EO_201647.jpg,EO,2,NEUTROPHIL
Images/PBC_dataset_normal_DIB\erythroblast/ERB_80619.jpg,ERB,0,ERB
Images/PBC_dataset_normal_DIB\monocyte/MO_600892.jpg,MO,6,MO
Images/PBC_dataset_normal_DIB\eosinophil/EO_359161.jpg,EO,2,EO
Images/PBC_dataset_normal_DIB\platelet/PLATELET_877709.jpg,PLATELET,7,PLATELET
Images/PBC_dataset_normal_DIB\eosinophil/EO_552660.jpg,EO,2,EO
Images/PBC_dataset_normal_DIB\eosinophil/EO_448399.jpg,EO,2,EO
Images/PBC_dataset_normal_DIB\basophil/BA_240977.jpg,BA,5,BA
Images/PBC_dataset_normal_DIB\eosinophil/EO_488297.jpg,EO,2,EO
Images/PBC_dataset_normal_DIB\neutrophil/SNE_65616.jpg,NEUTROPHIL,1,NEUTROPHIL
Images/PBC_dataset_normal_DIB\ig/MY_876188.jpg,IG,3,IG
Images/PBC_dataset_normal_DIB\ig/MMY_411724.jpg,IG,3,IG
Images/PBC_dataset_normal_DIB\ig/MY_717957.jpg,IG,3,IG
Images/PBC_dataset_normal_DIB\basophil/BA_600449.jpg,BA,5,BA
Images/PBC_dataset_normal_DIB\ig/MMY_724249.jpg,IG,3,IG
Images/PBC_dataset_normal_DIB\monocyte/MO_271560.jpg,MO,6,MO
Images/PBC_dataset_normal_DIB\platelet/PLATELET_717664.jpg,PLATELET,7,PLATELET
Images/PBC_dataset_normal_DIB\monocyte/MO_389525.jpg,MO,6,MO
Images/PBC_dataset_normal_DIB\platelet/PLATELET_54610.jpg,PLATELET,7,PLATELET
Images/PBC_dataset_normal_DIB\erythroblast/ERB_606930.jpg,ERB,0,ERB
Images/PBC_dataset_normal_DIB\eosinophil/EO_700857.jpg,EO,2,EO
Images/PBC_dataset_normal_DIB\eosinophil/EO_383654.jpg,EO,2,EO
Images/PBC_dataset_normal_DIB\erythroblast/ERB_511048.jpg,ERB,0,ERB
Images/PBC_dataset_normal_DIB\neutrophil/BNE_252524.jpg,NEUTROPHIL,1,NEUTROPHIL
Images/PBC_dataset_normal_DIB\ig/MMY_224352.jpg,IG,3,IG
Images/PBC_dataset_normal_DIB\eosinophil/EO_867470.jpg,EO,2,EO
Images/PBC_dataset_normal_DIB\neutrophil/SNE_433684.jpg,NEUTROPHIL,1,NEUTROPHIL
Images/PBC_dataset_normal_DIB\platelet/PLATELET_520056.jpg,PLATELET,7,PLATELET
Images/PBC_dataset_normal_DIB\lymphocyte/LY_777144.jpg,LY,4,LY
Images/PBC_dataset_normal_DIB\ig/MY_694640.jpg,IG,3,MO
Images/PBC_dataset_normal_DIB\ig/MY_286474.jpg,IG,3,IG
Images/PBC_dataset_normal_DIB\ig/MY_584716.jpg,IG,3,IG
Images/PBC_dataset_normal_DIB\eosinophil/EO_49445.jpg,EO,2,EO
Images/PBC_dataset_normal_DIB\ig/MY_324087.jpg,IG,3,IG
Images/PBC_dataset_normal_DIB\monocyte/MO_838314.jpg,MO,6,MO
Images/PBC_dataset_normal_DIB\neutrophil/SNE_528715.jpg,NEUTROPHIL,1,NEUTROPHIL
Images/PBC_dataset_normal_DIB\basophil/BA_535936.jpg,BA,5,BA
Images/PBC_dataset_normal_DIB\monocyte/MO_429133.jpg,MO,6,MO
Images/PBC_dataset_normal_DIB\lymphocyte/LY_131013.jpg,LY,4,LY
Images/PBC_dataset_normal_DIB\basophil/BA_34424.jpg,BA,5,BA
Images/PBC_dataset_normal_DIB\neutrophil/SNE_175767.jpg,NEUTROPHIL,1,NEUTROPHIL
Images/PBC_dataset_normal_DIB\ig/MY_110292.jpg,IG,3,IG
Images/PBC_dataset_normal_DIB\erythroblast/ERB_567457.jpg,ERB,0,ERB
Images/PBC_dataset_normal_DIB\eosinophil/EO_532512.jpg,EO,2,EO
Images/PBC_dataset_normal_DIB\lymphocyte/LY_191979.jpg,LY,4,LY
Images/PBC_dataset_normal_DIB\erythroblast/ERB_506623.jpg,ERB,0,ERB
Images/PBC_dataset_normal_DIB\platelet/PLATELET_485804.jpg,PLATELET,7,PLATELET
Images/PBC_dataset_normal_DIB\eosinophil/EO_569294.jpg,EO,2,EO
Images/PBC_dataset_normal_DIB\ig/MY_627853.jpg,IG,3,IG
Images/PBC_dataset_normal_DIB\lymphocyte/LY_360969.jpg,LY,4,LY
Images/PBC_dataset_normal_DIB\platelet/PLATELET_752533.jpg,PLATELET,7,PLATELET
Images/PBC_dataset_normal_DIB\eosinophil/EO_661088.jpg,EO,2,EO
Images/PBC_dataset_normal_DIB\ig/MY_884142.jpg,IG,3,IG
Images/PBC_dataset_normal_DIB\eosinophil/EO_671358.jpg,EO,2,EO
Images/PBC_dataset_normal_DIB\erythroblast/ERB_425990.jpg,ERB,0,ERB
Images/PBC_dataset_normal_DIB\neutrophil/SNE_112103.jpg,NEUTROPHIL,1,NEUTROPHIL
Images/PBC_dataset_normal_DIB\ig/MMY_876904.jpg,IG,3,IG
Images/PBC_dataset_normal_DIB\ig/MY_797938.jpg,IG,3,IG
Images/PBC_dataset_normal_DIB\monocyte/MO_817172.jpg,MO,6,MO
Images/PBC_dataset_normal_DIB\ig/MY_958699.jpg,IG,3,NEUTROPHIL
Images/PBC_dataset_normal_DIB\ig/MY_332914.jpg,IG,3,IG
Images/PBC_dataset_normal_DIB\ig/MMY_895440.jpg,IG,3,IG
Images/PBC_dataset_normal_DIB\monocyte/MO_649902.jpg,MO,6,MO
Images/PBC_dataset_normal_DIB\eosinophil/EO_167179.jpg,EO,2,EO
Images/PBC_dataset_normal_DIB\basophil/BA_809385.jpg,BA,5,BA
Images/PBC_dataset_normal_DIB\erythroblast/ERB_581778.jpg,ERB,0,ERB
Images/PBC_dataset_normal_DIB\ig/MMY_4856.jpg,IG,3,NEUTROPHIL
Images/PBC_dataset_normal_DIB\ig/MMY_601267.jpg,IG,3,IG
Images/PBC_dataset_normal_DIB\monocyte/MO_391733.jpg,MO,6,IG
Images/PBC_dataset_normal_DIB\basophil/BA_317405.jpg,BA,5,BA
Images/PBC_dataset_normal_DIB\eosinophil/EO_814533.jpg,EO,2,EO
Images/PBC_dataset_normal_DIB\ig/IG_346344.jpg,IG,3,IG
Images/PBC_dataset_normal_DIB\ig/MY_113644.jpg,IG,3,LY
Images/PBC_dataset_normal_DIB\neutrophil/BNE_326739.jpg,NEUTROPHIL,1,NEUTROPHIL
Images/PBC_dataset_normal_DIB\basophil/BA_669765.jpg,BA,5,BA
Images/PBC_dataset_normal_DIB\eosinophil/EO_441092.jpg,EO,2,EO
Images/PBC_dataset_normal_DIB\eosinophil/EO_241482.jpg,EO,2,EO
Images/PBC_dataset_normal_DIB\lymphocyte/LY_949147.jpg,LY,4,LY
Images/PBC_dataset_normal_DIB\platelet/PLATELET_809159.jpg,PLATELET,7,PLATELET
Images/PBC_dataset_normal_DIB\lymphocyte/LY_283524.jpg,LY,4,LY
Images/PBC_dataset_normal_DIB\ig/MY_245827.jpg,IG,3,MO
Images/PBC_dataset_normal_DIB\neutrophil/BNE_681139.jpg,NEUTROPHIL,1,NEUTROPHIL
Images/PBC_dataset_normal_DIB\ig/PMY_740259.jpg,IG,3,IG
Images/PBC_dataset_normal_DIB\ig/MY_312659.jpg,IG,3,IG
Images/PBC_dataset_normal_DIB\lymphocyte/LY_478980.jpg,LY,4,LY
Images/PBC_dataset_normal_DIB\neutrophil/SNE_189373.jpg,NEUTROPHIL,1,NEUTROPHIL
Images/PBC_dataset_normal_DIB\erythroblast/ERB_728314.jpg,ERB,0,ERB
Images/PBC_dataset_normal_DIB\erythroblast/ERB_162429.jpg,ERB,0,ERB
Images/PBC_dataset_normal_DIB\eosinophil/EO_544788.jpg,EO,2,EO
Images/PBC_dataset_normal_DIB\erythroblast/ERB_249169.jpg,ERB,0,ERB
Images/PBC_dataset_normal_DIB\lymphocyte/LY_500097.jpg,LY,4,LY
Images/PBC_dataset_normal_DIB\neutrophil/BNE_204601.jpg,NEUTROPHIL,1,NEUTROPHIL
Images/PBC_dataset_normal_DIB\monocyte/MO_898257.jpg,MO,6,MO
Images/PBC_dataset_normal_DIB\eosinophil/EO_716722.jpg,EO,2,EO
Images/PBC_dataset_normal_DIB\eosinophil/EO_935629.jpg,EO,2,EO
Images/PBC_dataset_normal_DIB\neutrophil/BNE_495973.jpg,NEUTROPHIL,1,NEUTROPHIL
Images/PBC_dataset_normal_DIB\erythroblast/ERB_426604.jpg,ERB,0,ERB
Images/PBC_dataset_normal_DIB\monocyte/MO_113269.jpg,MO,6,MO
Images/PBC_dataset_normal_DIB\monocyte/MO_33803.jpg,MO,6,MO
Images/PBC_dataset_normal_DIB\ig/PMY_270676.jpg,IG,3,IG
Images/PBC_dataset_normal_DIB\lymphocyte/LY_696193.jpg,LY,4,LY
Images/PBC_dataset_normal_DIB\ig/MY_677034.jpg,IG,3,IG
Images/PBC_dataset_normal_DIB\eosinophil/EO_544538.jpg,EO,2,EO
Images/PBC_dataset_normal_DIB\platelet/PLATELET_411123.jpg,PLATELET,7,PLATELET
Images/PBC_dataset_normal_DIB\platelet/PLATELET_497995.jpg,PLATELET,7,ERB
Images/PBC_dataset_normal_DIB\ig/MY_564217.jpg,IG,3,MO
Images/PBC_dataset_normal_DIB\lymphocyte/LY_369191.jpg,LY,4,LY
Images/PBC_dataset_normal_DIB\eosinophil/EO_734958.jpg,EO,2,EO
Images/PBC_dataset_normal_DIB\neutrophil/BNE_854984.jpg,NEUTROPHIL,1,NEUTROPHIL
Images/PBC_dataset_normal_DIB\platelet/PLATELET_290557.jpg,PLATELET,7,PLATELET
Images/PBC_dataset_normal_DIB\neutrophil/SNE_578471.jpg,NEUTROPHIL,1,NEUTROPHIL
Images/PBC_dataset_normal_DIB\neutrophil/BNE_499604.jpg,NEUTROPHIL,1,NEUTROPHIL
Images/PBC_dataset_normal_DIB\neutrophil/BNE_674279.jpg,NEUTROPHIL,1,NEUTROPHIL
Images/PBC_dataset_normal_DIB\neutrophil/SNE_911483.jpg,NEUTROPHIL,1,NEUTROPHIL
Images/PBC_dataset_normal_DIB\lymphocyte/LY_834806.jpg,LY,4,LY
Images/PBC_dataset_normal_DIB\platelet/PLATELET_262428.jpg,PLATELET,7,PLATELET
Images/PBC_dataset_normal_DIB\neutrophil/BNE_269921.jpg,NEUTROPHIL,1,NEUTROPHIL
Images/PBC_dataset_normal_DIB\platelet/PLATELET_697999.jpg,PLATELET,7,PLATELET
Images/PBC_dataset_normal_DIB\erythroblast/ERB_633731.jpg,ERB,0,ERB
Images/PBC_dataset_normal_DIB\ig/MMY_578488.jpg,IG,3,NEUTROPHIL
Images/PBC_dataset_normal_DIB\neutrophil/BNE_53428.jpg,NEUTROPHIL,1,NEUTROPHIL
Images/PBC_dataset_normal_DIB\neutrophil/BNE_937660.jpg,NEUTROPHIL,1,NEUTROPHIL
Images/PBC_dataset_normal_DIB\eosinophil/EO_804799.jpg,EO,2,EO
Images/PBC_dataset_normal_DIB\erythroblast/ERB_300685.jpg,ERB,0,ERB
Images/PBC_dataset_normal_DIB\monocyte/MO_71697.jpg,MO,6,MO
Images/PBC_dataset_normal_DIB\monocyte/MO_271075.jpg,MO,6,MO
Images/PBC_dataset_normal_DIB\lymphocyte/LY_363064.jpg,LY,4,LY
Images/PBC_dataset_normal_DIB\ig/MMY_180088.jpg,IG,3,ERB
Images/PBC_dataset_normal_DIB\erythroblast/ERB_191913.jpg,ERB,0,ERB
Images/PBC_dataset_normal_DIB\ig/PMY_80820.jpg,IG,3,BA
Images/PBC_dataset_normal_DIB\eosinophil/EO_615294.jpg,EO,2,EO
Images/PBC_dataset_normal_DIB\eosinophil/EO_911067.jpg,EO,2,EO
Images/PBC_dataset_normal_DIB\monocyte/MO_253182.jpg,MO,6,MO
Images/PBC_dataset_normal_DIB\erythroblast/ERB_45655.jpg,ERB,0,ERB
Images/PBC_dataset_normal_DIB\eosinophil/EO_811522.jpg,EO,2,EO
Images/PBC_dataset_normal_DIB\monocyte/MO_952670.jpg,MO,6,MO
Images/PBC_dataset_normal_DIB\lymphocyte/LY_903380.jpg,LY,4,LY
Images/PBC_dataset_normal_DIB\ig/PMY_48028.jpg,IG,3,IG
Images/PBC_dataset_normal_DIB\basophil/BA_418374.jpg,BA,5,BA
Images/PBC_dataset_normal_DIB\neutrophil/BNE_102912.jpg,NEUTROPHIL,1,NEUTROPHIL
Images/PBC_dataset_normal_DIB\neutrophil/SNE_476160.jpg,NEUTROPHIL,1,NEUTROPHIL
Images/PBC_dataset_normal_DIB\erythroblast/ERB_555027.jpg,ERB,0,ERB
Images/PBC_dataset_normal_DIB\ig/MY_808387.jpg,IG,3,IG
Images/PBC_dataset_normal_DIB\basophil/BA_720607.jpg,BA,5,BA
Images/PBC_dataset_normal_DIB\platelet/PLATELET_624944.jpg,PLATELET,7,PLATELET
Images/PBC_dataset_normal_DIB\lymphocyte/LY_422181.jpg,LY,4,LY
Images/PBC_dataset_normal_DIB\ig/MY_382427.jpg,IG,3,IG
Images/PBC_dataset_normal_DIB\eosinophil/EO_41114.jpg,EO,2,EO
Images/PBC_dataset_normal_DIB\monocyte/MO_545848.jpg,MO,6,MO
Images/PBC_dataset_normal_DIB\neutrophil/SNE_668285.jpg,NEUTROPHIL,1,NEUTROPHIL
Images/PBC_dataset_normal_DIB\lymphocyte/LY_404823.jpg,LY,4,LY
Images/PBC_dataset_normal_DIB\platelet/PLATELET_811502.jpg,PLATELET,7,PLATELET
Images/PBC_dataset_normal_DIB\monocyte/MO_674127.jpg,MO,6,MO
Images/PBC_dataset_normal_DIB\ig/MY_90421.jpg,IG,3,IG
Images/PBC_dataset_normal_DIB\eosinophil/EO_86009.jpg,EO,2,EO
Images/PBC_dataset_normal_DIB\erythroblast/ERB_507848.jpg,ERB,0,ERB
Images/PBC_dataset_normal_DIB\ig/MMY_204058.jpg,IG,3,IG
Images/PBC_dataset_normal_DIB\eosinophil/EO_516632.jpg,EO,2,EO
Images/PBC_dataset_normal_DIB\erythroblast/ERB_901868.jpg,ERB,0,ERB
Images/PBC_dataset_normal_DIB\neutrophil/BNE_328474.jpg,NEUTROPHIL,1,NEUTROPHIL
Images/PBC_dataset_normal_DIB\eosinophil/EO_329897.jpg,EO,2,EO
Images/PBC_dataset_normal_DIB\neutrophil/SNE_623351.jpg,NEUTROPHIL,1,NEUTROPHIL
Images/PBC_dataset_normal_DIB\eosinophil/EO_263359.jpg,EO,2,EO
Images/PBC_dataset_normal_DIB\neutrophil/SNE_423252.jpg,NEUTROPHIL,1,NEUTROPHIL
Images/PBC_dataset_normal_DIB\eosinophil/EO_136177.jpg,EO,2,EO
Images/PBC_dataset_normal_DIB\monocyte/MO_417384.jpg,MO,6,MO
Images/PBC_dataset_normal_DIB\erythroblast/ERB_488753.jpg,ERB,0,ERB
Images/PBC_dataset_normal_DIB\ig/MY_206657.jpg,IG,3,IG
Images/PBC_dataset_normal_DIB\monocyte/MO_159213.jpg,MO,6,MO
Images/PBC_dataset_normal_DIB\basophil/BA_696680.jpg,BA,5,NEUTROPHIL
Images/PBC_dataset_normal_DIB\ig/MY_423491.jpg,IG,3,MO
Images/PBC_dataset_normal_DIB\eosinophil/EO_987861.jpg,EO,2,EO
Images/PBC_dataset_normal_DIB\lymphocyte/LY_29236.jpg,LY,4,LY
Images/PBC_dataset_normal_DIB\monocyte/MO_413052.jpg,MO,6,MO
Images/PBC_dataset_normal_DIB\monocyte/MO_870248.jpg,MO,6,MO
Images/PBC_dataset_normal_DIB\lymphocyte/LY_586901.jpg,LY,4,LY
Images/PBC_dataset_normal_DIB\lymphocyte/LY_219603.jpg,LY,4,LY
Images/PBC_dataset_normal_DIB\ig/MY_198785.jpg,IG,3,MO
Images/PBC_dataset_normal_DIB\eosinophil/EO_809318.jpg,EO,2,EO
Images/PBC_dataset_normal_DIB\neutrophil/NEUTROPHIL_993818.jpg,NEUTROPHIL,1,NEUTROPHIL
Images/PBC_dataset_normal_DIB\neutrophil/SNE_613779.jpg,NEUTROPHIL,1,NEUTROPHIL
Images/PBC_dataset_normal_DIB\erythroblast/ERB_211807.jpg,ERB,0,ERB
Images/PBC_dataset_normal_DIB\ig/MMY_897835.jpg,IG,3,IG
Images/PBC_dataset_normal_DIB\eosinophil/EO_209322.jpg,EO,2,EO
Images/PBC_dataset_normal_DIB\neutrophil/SNE_655718.jpg,NEUTROPHIL,1,NEUTROPHIL
Images/PBC_dataset_normal_DIB\platelet/PLATELET_5534.jpg,PLATELET,7,PLATELET
Images/PBC_dataset_normal_DIB\monocyte/MO_38756.jpg,MO,6,MO
Images/PBC_dataset_normal_DIB\monocyte/MO_664159.jpg,MO,6,MO
Images/PBC_dataset_normal_DIB\platelet/PLATELET_765954.jpg,PLATELET,7,PLATELET
Images/PBC_dataset_normal_DIB\platelet/PLATELET_682029.jpg,PLATELET,7,PLATELET
Images/PBC_dataset_normal_DIB\eosinophil/EO_670733.jpg,EO,2,EO
Images/PBC_dataset_normal_DIB\erythroblast/ERB_112663.jpg,ERB,0,IG
Images/PBC_dataset_normal_DIB\ig/MY_561242.jpg,IG,3,IG
Images/PBC_dataset_normal_DIB\platelet/PLATELET_212419.jpg,PLATELET,7,PLATELET
Images/PBC_dataset_normal_DIB\ig/MY_308116.jpg,IG,3,IG
Images/PBC_dataset_normal_DIB\platelet/PLATELET_725787.jpg,PLATELET,7,PLATELET
Images/PBC_dataset_normal_DIB\eosinophil/EO_112391.jpg,EO,2,EO
Images/PBC_dataset_normal_DIB\neutrophil/SNE_189684.jpg,NEUTROPHIL,1,NEUTROPHIL
Images/PBC_dataset_normal_DIB\ig/MMY_613176.jpg,IG,3,IG
Images/PBC_dataset_normal_DIB\lymphocyte/LY_327708.jpg,LY,4,LY
Images/PBC_dataset_normal_DIB\basophil/BA_406770.jpg,BA,5,BA
Images/PBC_dataset_normal_DIB\eosinophil/EO_28192.jpg,EO,2,EO
Images/PBC_dataset_normal_DIB\ig/PMY_586671.jpg,IG,3,MO
Images/PBC_dataset_normal_DIB\platelet/PLATELET_828004.jpg,PLATELET,7,PLATELET
Images/PBC_dataset_normal_DIB\erythroblast/ERB_310389.jpg,ERB,0,ERB
Images/PBC_dataset_normal_DIB\platelet/PLATELET_87268.jpg,PLATELET,7,PLATELET
Images/PBC_dataset_normal_DIB\platelet/PLATELET_48337.jpg,PLATELET,7,PLATELET
Images/PBC_dataset_normal_DIB\platelet/PLATELET_565553.jpg,PLATELET,7,PLATELET
Images/PBC_dataset_normal_DIB\neutrophil/SNE_401509.jpg,NEUTROPHIL,1,NEUTROPHIL
Images/PBC_dataset_normal_DIB\platelet/PLATELET_910382.jpg,PLATELET,7,PLATELET
Images/PBC_dataset_normal_DIB\eosinophil/EO_294378.jpg,EO,2,EO
Images/PBC_dataset_normal_DIB\eosinophil/EO_16004.jpg,EO,2,EO
Images/PBC_dataset_normal_DIB\platelet/PLATELET_657024.jpg,PLATELET,7,PLATELET
Images/PBC_dataset_normal_DIB\eosinophil/EO_956212.jpg,EO,2,EO
Images/PBC_dataset_normal_DIB\eosinophil/EO_627603.jpg,EO,2,EO
Images/PBC_dataset_normal_DIB\basophil/BA_316789.jpg,BA,5,BA
Images/PBC_dataset_normal_DIB\neutrophil/BNE_1830.jpg,NEUTROPHIL,1,NEUTROPHIL
Images/PBC_dataset_normal_DIB\eosinophil/EO_326103.jpg,EO,2,EO
Images/PBC_dataset_normal_DIB\monocyte/MO_568713.jpg,MO,6,MO
Images/PBC_dataset_normal_DIB\ig/MY_757669.jpg,IG,3,IG
Images/PBC_dataset_normal_DIB\platelet/PLATELET_459225.jpg,PLATELET,7,PLATELET
Images/PBC_dataset_normal_DIB\eosinophil/EO_197585.jpg,EO,2,EO
Images/PBC_dataset_normal_DIB\erythroblast/ERB_65796.jpg,ERB,0,ERB
Images/PBC_dataset_normal_DIB\neutrophil/SNE_108753.jpg,NEUTROPHIL,1,NEUTROPHIL
Images/PBC_dataset_normal_DIB\neutrophil/BNE_179980.jpg,NEUTROPHIL,1,NEUTROPHIL
Images/PBC_dataset_normal_DIB\eosinophil/EO_207951.jpg,EO,2,EO
Images/PBC_dataset_normal_DIB\eosinophil/EO_3103.jpg,EO,2,EO
Images/PBC_dataset_normal_DIB\ig/MY_360170.jpg,IG,3,IG
Images/PBC_dataset_normal_DIB\ig/MY_722584.jpg,IG,3,IG
Images/PBC_dataset_normal_DIB\neutrophil/BNE_594365.jpg,NEUTROPHIL,1,NEUTROPHIL
Images/PBC_dataset_normal_DIB\erythroblast/ERB_652382.jpg,ERB,0,ERB
Images/PBC_dataset_normal_DIB\eosinophil/EO_934992.jpg,EO,2,EO
Images/PBC_dataset_normal_DIB\ig/MMY_450209.jpg,IG,3,IG
Images/PBC_dataset_normal_DIB\neutrophil/BNE_345170.jpg,NEUTROPHIL,1,NEUTROPHIL
Images/PBC_dataset_normal_DIB\neutrophil/BNE_575028.jpg,NEUTROPHIL,1,NEUTROPHIL
Images/PBC_dataset_normal_DIB\ig/MY_593588.jpg,IG,3,IG
Images/PBC_dataset_normal_DIB\ig/MY_949365.jpg,IG,3,IG
Images/PBC_dataset_normal_DIB\eosinophil/EO_722563.jpg,EO,2,EO
Images/PBC_dataset_normal_DIB\neutrophil/SNE_656237.jpg,NEUTROPHIL,1,NEUTROPHIL
Images/PBC_dataset_normal_DIB\ig/MMY_17227.jpg,IG,3,IG
Images/PBC_dataset_normal_DIB\platelet/PLATELET_76291.jpg,PLATELET,7,PLATELET
Images/PBC_dataset_normal_DIB\eosinophil/EO_498358.jpg,EO,2,EO
Images/PBC_dataset_normal_DIB\basophil/BA_154572.jpg,BA,5,BA
Images/PBC_dataset_normal_DIB\ig/MY_100945.jpg,IG,3,IG
Images/PBC_dataset_normal_DIB\basophil/BA_988506.jpg,BA,5,BA
Images/PBC_dataset_normal_DIB\basophil/BA_143059.jpg,BA,5,BA
Images/PBC_dataset_normal_DIB\basophil/BA_87226.jpg,BA,5,BA
Images/PBC_dataset_normal_DIB\erythroblast/ERB_386111.jpg,ERB,0,ERB
Images/PBC_dataset_normal_DIB\platelet/PLATELET_142954.jpg,PLATELET,7,PLATELET
