Path,target
Images/PBC_dataset_normal_DIB\eosinophil\EO_630713.jpg,EOS
Images/PBC_dataset_normal_DIB\eosinophil\EO_63106.jpg,EOS
Images/PBC_dataset_normal_DIB\eosinophil\EO_63145.jpg,EOS
Images/PBC_dataset_normal_DIB\eosinophil\EO_631496.jpg,EOS
Images/PBC_dataset_normal_DIB\eosinophil\EO_631783.jpg,EOS
Images/PBC_dataset_normal_DIB\eosinophil\EO_631978.jpg,EOS
Images/PBC_dataset_normal_DIB\eosinophil\EO_632079.jpg,EOS
Images/PBC_dataset_normal_DIB\eosinophil\EO_633307.jpg,EOS
Images/PBC_dataset_normal_DIB\eosinophil\EO_633427.jpg,EOS
Images/PBC_dataset_normal_DIB\eosinophil\EO_633545.jpg,EOS
Images/PBC_dataset_normal_DIB\eosinophil\EO_633597.jpg,EOS
Images/PBC_dataset_normal_DIB\eosinophil\EO_633663.jpg,EOS
Images/PBC_dataset_normal_DIB\eosinophil\EO_634127.jpg,EOS
Images/PBC_dataset_normal_DIB\eosinophil\EO_634711.jpg,EOS
Images/PBC_dataset_normal_DIB\eosinophil\EO_634772.jpg,EOS
Images/PBC_dataset_normal_DIB\eosinophil\EO_634809.jpg,EOS
Images/PBC_dataset_normal_DIB\eosinophil\EO_635751.jpg,EOS
Images/PBC_dataset_normal_DIB\eosinophil\EO_63600.jpg,EOS
Images/PBC_dataset_normal_DIB\eosinophil\EO_636396.jpg,EOS
Images/PBC_dataset_normal_DIB\eosinophil\EO_636677.jpg,EOS
Images/PBC_dataset_normal_DIB\eosinophil\EO_636728.jpg,EOS
Images/PBC_dataset_normal_DIB\eosinophil\EO_637008.jpg,EOS
Images/PBC_dataset_normal_DIB\eosinophil\EO_637854.jpg,EOS
Images/PBC_dataset_normal_DIB\eosinophil\EO_637980.jpg,EOS
Images/PBC_dataset_normal_DIB\eosinophil\EO_638125.jpg,EOS
Images/PBC_dataset_normal_DIB\eosinophil\EO_638828.jpg,EOS
Images/PBC_dataset_normal_DIB\eosinophil\EO_639559.jpg,EOS
Images/PBC_dataset_normal_DIB\eosinophil\EO_640834.jpg,EOS
Images/PBC_dataset_normal_DIB\eosinophil\EO_641173.jpg,EOS
Images/PBC_dataset_normal_DIB\eosinophil\EO_641313.jpg,EOS
Images/PBC_dataset_normal_DIB\eosinophil\EO_641431.jpg,EOS
Images/PBC_dataset_normal_DIB\eosinophil\EO_641461.jpg,EOS
Images/PBC_dataset_normal_DIB\eosinophil\EO_641852.jpg,EOS
Images/PBC_dataset_normal_DIB\eosinophil\EO_641939.jpg,EOS
Images/PBC_dataset_normal_DIB\eosinophil\EO_641941.jpg,EOS
Images/PBC_dataset_normal_DIB\eosinophil\EO_642065.jpg,EOS
Images/PBC_dataset_normal_DIB\eosinophil\EO_642190.jpg,EOS
Images/PBC_dataset_normal_DIB\eosinophil\EO_642349.jpg,EOS
Images/PBC_dataset_normal_DIB\eosinophil\EO_642604.jpg,EOS
Images/PBC_dataset_normal_DIB\eosinophil\EO_642785.jpg,EOS
Images/PBC_dataset_normal_DIB\eosinophil\EO_642798.jpg,EOS
Images/PBC_dataset_normal_DIB\eosinophil\EO_642891.jpg,EOS
Images/PBC_dataset_normal_DIB\eosinophil\EO_643199.jpg,EOS
Images/PBC_dataset_normal_DIB\eosinophil\EO_643332.jpg,EOS
Images/PBC_dataset_normal_DIB\eosinophil\EO_644027.jpg,EOS
Images/PBC_dataset_normal_DIB\eosinophil\EO_644374.jpg,EOS
Images/PBC_dataset_normal_DIB\eosinophil\EO_64440.jpg,EOS
Images/PBC_dataset_normal_DIB\eosinophil\EO_644490.jpg,EOS
Images/PBC_dataset_normal_DIB\eosinophil\EO_645275.jpg,EOS
Images/PBC_dataset_normal_DIB\eosinophil\EO_64531.jpg,EOS
Images/PBC_dataset_normal_DIB\eosinophil\EO_645334.jpg,EOS
Images/PBC_dataset_normal_DIB\eosinophil\EO_645824.jpg,EOS
Images/PBC_dataset_normal_DIB\eosinophil\EO_646720.jpg,EOS
Images/PBC_dataset_normal_DIB\eosinophil\EO_646765.jpg,EOS
Images/PBC_dataset_normal_DIB\eosinophil\EO_647323.jpg,EOS
Images/PBC_dataset_normal_DIB\eosinophil\EO_647876.jpg,EOS
Images/PBC_dataset_normal_DIB\eosinophil\EO_647911.jpg,EOS
Images/PBC_dataset_normal_DIB\eosinophil\EO_648175.jpg,EOS
Images/PBC_dataset_normal_DIB\eosinophil\EO_648206.jpg,EOS
Images/PBC_dataset_normal_DIB\eosinophil\EO_648225.jpg,EOS
Images/PBC_dataset_normal_DIB\eosinophil\EO_648641.jpg,EOS
Images/PBC_dataset_normal_DIB\eosinophil\EO_6489.jpg,EOS
Images/PBC_dataset_normal_DIB\eosinophil\EO_648933.jpg,EOS
Images/PBC_dataset_normal_DIB\eosinophil\EO_648962.jpg,EOS
Images/PBC_dataset_normal_DIB\eosinophil\EO_649430.jpg,EOS
Images/PBC_dataset_normal_DIB\eosinophil\EO_649696.jpg,EOS
Images/PBC_dataset_normal_DIB\eosinophil\EO_649723.jpg,EOS
Images/PBC_dataset_normal_DIB\eosinophil\EO_649946.jpg,EOS
Images/PBC_dataset_normal_DIB\eosinophil\EO_649958.jpg,EOS
Images/PBC_dataset_normal_DIB\eosinophil\EO_650034.jpg,EOS
Images/PBC_dataset_normal_DIB\eosinophil\EO_650071.jpg,EOS
Images/PBC_dataset_normal_DIB\eosinophil\EO_650226.jpg,EOS
Images/PBC_dataset_normal_DIB\eosinophil\EO_650903.jpg,EOS
Images/PBC_dataset_normal_DIB\eosinophil\EO_651122.jpg,EOS
Images/PBC_dataset_normal_DIB\eosinophil\EO_651241.jpg,EOS
Images/PBC_dataset_normal_DIB\eosinophil\EO_651676.jpg,EOS
Images/PBC_dataset_normal_DIB\eosinophil\EO_651856.jpg,EOS
Images/PBC_dataset_normal_DIB\eosinophil\EO_652099.jpg,EOS
Images/PBC_dataset_normal_DIB\eosinophil\EO_652278.jpg,EOS
Images/PBC_dataset_normal_DIB\eosinophil\EO_652285.jpg,EOS
Images/PBC_dataset_normal_DIB\eosinophil\EO_652411.jpg,EOS
Images/PBC_dataset_normal_DIB\eosinophil\EO_652542.jpg,EOS
Images/PBC_dataset_normal_DIB\eosinophil\EO_652701.jpg,EOS
Images/PBC_dataset_normal_DIB\eosinophil\EO_65339.jpg,EOS
Images/PBC_dataset_normal_DIB\eosinophil\EO_655132.jpg,EOS
Images/PBC_dataset_normal_DIB\eosinophil\EO_655234.jpg,EOS
Images/PBC_dataset_normal_DIB\eosinophil\EO_655398.jpg,EOS
Images/PBC_dataset_normal_DIB\eosinophil\EO_65638.jpg,EOS
Images/PBC_dataset_normal_DIB\eosinophil\EO_656959.jpg,EOS
Images/PBC_dataset_normal_DIB\eosinophil\EO_657178.jpg,EOS
Images/PBC_dataset_normal_DIB\eosinophil\EO_657449.jpg,EOS
Images/PBC_dataset_normal_DIB\eosinophil\EO_657836.jpg,EOS
Images/PBC_dataset_normal_DIB\eosinophil\EO_657993.jpg,EOS
Images/PBC_dataset_normal_DIB\eosinophil\EO_658500.jpg,EOS
Images/PBC_dataset_normal_DIB\eosinophil\EO_658954.jpg,EOS
Images/PBC_dataset_normal_DIB\eosinophil\EO_659213.jpg,EOS
Images/PBC_dataset_normal_DIB\eosinophil\EO_659964.jpg,EOS
Images/PBC_dataset_normal_DIB\eosinophil\EO_660308.jpg,EOS
Images/PBC_dataset_normal_DIB\eosinophil\EO_660594.jpg,EOS
Images/PBC_dataset_normal_DIB\eosinophil\EO_660629.jpg,EOS
Images/PBC_dataset_normal_DIB\eosinophil\EO_660837.jpg,EOS
Images/PBC_dataset_normal_DIB\eosinophil\EO_661088.jpg,EOS
Images/PBC_dataset_normal_DIB\eosinophil\EO_661159.jpg,EOS
Images/PBC_dataset_normal_DIB\eosinophil\EO_661288.jpg,EOS
Images/PBC_dataset_normal_DIB\eosinophil\EO_661478.jpg,EOS
Images/PBC_dataset_normal_DIB\eosinophil\EO_661771.jpg,EOS
Images/PBC_dataset_normal_DIB\eosinophil\EO_662683.jpg,EOS
Images/PBC_dataset_normal_DIB\eosinophil\EO_662825.jpg,EOS
Images/PBC_dataset_normal_DIB\eosinophil\EO_663258.jpg,EOS
Images/PBC_dataset_normal_DIB\eosinophil\EO_663412.jpg,EOS
Images/PBC_dataset_normal_DIB\eosinophil\EO_663448.jpg,EOS
Images/PBC_dataset_normal_DIB\eosinophil\EO_663635.jpg,EOS
Images/PBC_dataset_normal_DIB\eosinophil\EO_663939.jpg,EOS
Images/PBC_dataset_normal_DIB\eosinophil\EO_66408.jpg,EOS
Images/PBC_dataset_normal_DIB\eosinophil\EO_664204.jpg,EOS
Images/PBC_dataset_normal_DIB\eosinophil\EO_664535.jpg,EOS
Images/PBC_dataset_normal_DIB\eosinophil\EO_665644.jpg,EOS
Images/PBC_dataset_normal_DIB\eosinophil\EO_665649.jpg,EOS
Images/PBC_dataset_normal_DIB\eosinophil\EO_66567.jpg,EOS
Images/PBC_dataset_normal_DIB\eosinophil\EO_665862.jpg,EOS
Images/PBC_dataset_normal_DIB\eosinophil\EO_66597.jpg,EOS
Images/PBC_dataset_normal_DIB\eosinophil\EO_666039.jpg,EOS
Images/PBC_dataset_normal_DIB\eosinophil\EO_666333.jpg,EOS
Images/PBC_dataset_normal_DIB\eosinophil\EO_666938.jpg,EOS
Images/PBC_dataset_normal_DIB\eosinophil\EO_666951.jpg,EOS
Images/PBC_dataset_normal_DIB\eosinophil\EO_667158.jpg,EOS
Images/PBC_dataset_normal_DIB\eosinophil\EO_667264.jpg,EOS
Images/PBC_dataset_normal_DIB\eosinophil\EO_667326.jpg,EOS
Images/PBC_dataset_normal_DIB\eosinophil\EO_668438.jpg,EOS
Images/PBC_dataset_normal_DIB\eosinophil\EO_66860.jpg,EOS
Images/PBC_dataset_normal_DIB\eosinophil\EO_668693.jpg,EOS
Images/PBC_dataset_normal_DIB\eosinophil\EO_668711.jpg,EOS
Images/PBC_dataset_normal_DIB\eosinophil\EO_669175.jpg,EOS
Images/PBC_dataset_normal_DIB\eosinophil\EO_669194.jpg,EOS
Images/PBC_dataset_normal_DIB\eosinophil\EO_669373.jpg,EOS
Images/PBC_dataset_normal_DIB\eosinophil\EO_669459.jpg,EOS
Images/PBC_dataset_normal_DIB\eosinophil\EO_669531.jpg,EOS
Images/PBC_dataset_normal_DIB\eosinophil\EO_669624.jpg,EOS
Images/PBC_dataset_normal_DIB\eosinophil\EO_66965.jpg,EOS
Images/PBC_dataset_normal_DIB\eosinophil\EO_669676.jpg,EOS
Images/PBC_dataset_normal_DIB\eosinophil\EO_670082.jpg,EOS
Images/PBC_dataset_normal_DIB\eosinophil\EO_670733.jpg,EOS
Images/PBC_dataset_normal_DIB\eosinophil\EO_67081.jpg,EOS
Images/PBC_dataset_normal_DIB\eosinophil\EO_671068.jpg,EOS
Images/PBC_dataset_normal_DIB\eosinophil\EO_671075.jpg,EOS
Images/PBC_dataset_normal_DIB\eosinophil\EO_671354.jpg,EOS
Images/PBC_dataset_normal_DIB\eosinophil\EO_671358.jpg,EOS
Images/PBC_dataset_normal_DIB\eosinophil\EO_671419.jpg,EOS
Images/PBC_dataset_normal_DIB\eosinophil\EO_673106.jpg,EOS
Images/PBC_dataset_normal_DIB\eosinophil\EO_67379.jpg,EOS
Images/PBC_dataset_normal_DIB\eosinophil\EO_673822.jpg,EOS
Images/PBC_dataset_normal_DIB\eosinophil\EO_673897.jpg,EOS
Images/PBC_dataset_normal_DIB\eosinophil\EO_673984.jpg,EOS
Images/PBC_dataset_normal_DIB\eosinophil\EO_674236.jpg,EOS
Images/PBC_dataset_normal_DIB\eosinophil\EO_674352.jpg,EOS
Images/PBC_dataset_normal_DIB\eosinophil\EO_674701.jpg,EOS
Images/PBC_dataset_normal_DIB\eosinophil\EO_675086.jpg,EOS
Images/PBC_dataset_normal_DIB\eosinophil\EO_675600.jpg,EOS
Images/PBC_dataset_normal_DIB\eosinophil\EO_675962.jpg,EOS
Images/PBC_dataset_normal_DIB\eosinophil\EO_676281.jpg,EOS
Images/PBC_dataset_normal_DIB\eosinophil\EO_676351.jpg,EOS
Images/PBC_dataset_normal_DIB\eosinophil\EO_676375.jpg,EOS
Images/PBC_dataset_normal_DIB\eosinophil\EO_677021.jpg,EOS
Images/PBC_dataset_normal_DIB\eosinophil\EO_677075.jpg,EOS
Images/PBC_dataset_normal_DIB\eosinophil\EO_67753.jpg,EOS
Images/PBC_dataset_normal_DIB\eosinophil\EO_678653.jpg,EOS
Images/PBC_dataset_normal_DIB\eosinophil\EO_678684.jpg,EOS
Images/PBC_dataset_normal_DIB\eosinophil\EO_678945.jpg,EOS
Images/PBC_dataset_normal_DIB\eosinophil\EO_679301.jpg,EOS
Images/PBC_dataset_normal_DIB\eosinophil\EO_680039.jpg,EOS
Images/PBC_dataset_normal_DIB\eosinophil\EO_680272.jpg,EOS
Images/PBC_dataset_normal_DIB\eosinophil\EO_680317.jpg,EOS
Images/PBC_dataset_normal_DIB\eosinophil\EO_680435.jpg,EOS
Images/PBC_dataset_normal_DIB\eosinophil\EO_681039.jpg,EOS
Images/PBC_dataset_normal_DIB\eosinophil\EO_68109.jpg,EOS
Images/PBC_dataset_normal_DIB\eosinophil\EO_681139.jpg,EOS
Images/PBC_dataset_normal_DIB\eosinophil\EO_681797.jpg,EOS
Images/PBC_dataset_normal_DIB\eosinophil\EO_682455.jpg,EOS
Images/PBC_dataset_normal_DIB\eosinophil\EO_68346.jpg,EOS
Images/PBC_dataset_normal_DIB\eosinophil\EO_683491.jpg,EOS
Images/PBC_dataset_normal_DIB\eosinophil\EO_684536.jpg,EOS
Images/PBC_dataset_normal_DIB\eosinophil\EO_684768.jpg,EOS
Images/PBC_dataset_normal_DIB\eosinophil\EO_684866.jpg,EOS
Images/PBC_dataset_normal_DIB\eosinophil\EO_68522.jpg,EOS
Images/PBC_dataset_normal_DIB\eosinophil\EO_685543.jpg,EOS
Images/PBC_dataset_normal_DIB\eosinophil\EO_685573.jpg,EOS
Images/PBC_dataset_normal_DIB\eosinophil\EO_685713.jpg,EOS
Images/PBC_dataset_normal_DIB\eosinophil\EO_685778.jpg,EOS
Images/PBC_dataset_normal_DIB\eosinophil\EO_685815.jpg,EOS
Images/PBC_dataset_normal_DIB\eosinophil\EO_685822.jpg,EOS
Images/PBC_dataset_normal_DIB\eosinophil\EO_686204.jpg,EOS
Images/PBC_dataset_normal_DIB\eosinophil\EO_686463.jpg,EOS
Images/PBC_dataset_normal_DIB\eosinophil\EO_687306.jpg,EOS
Images/PBC_dataset_normal_DIB\eosinophil\EO_687569.jpg,EOS
Images/PBC_dataset_normal_DIB\eosinophil\EO_687765.jpg,EOS
Images/PBC_dataset_normal_DIB\eosinophil\EO_688063.jpg,EOS
Images/PBC_dataset_normal_DIB\eosinophil\EO_688154.jpg,EOS
Images/PBC_dataset_normal_DIB\eosinophil\EO_688234.jpg,EOS
Images/PBC_dataset_normal_DIB\eosinophil\EO_688444.jpg,EOS
Images/PBC_dataset_normal_DIB\eosinophil\EO_689044.jpg,EOS
Images/PBC_dataset_normal_DIB\eosinophil\EO_689368.jpg,EOS
Images/PBC_dataset_normal_DIB\eosinophil\EO_689651.jpg,EOS
Images/PBC_dataset_normal_DIB\eosinophil\EO_689705.jpg,EOS
Images/PBC_dataset_normal_DIB\eosinophil\EO_69004.jpg,EOS
Images/PBC_dataset_normal_DIB\eosinophil\EO_690157.jpg,EOS
Images/PBC_dataset_normal_DIB\eosinophil\EO_690193.jpg,EOS
Images/PBC_dataset_normal_DIB\eosinophil\EO_690304.jpg,EOS
Images/PBC_dataset_normal_DIB\eosinophil\EO_690577.jpg,EOS
Images/PBC_dataset_normal_DIB\eosinophil\EO_690608.jpg,EOS
Images/PBC_dataset_normal_DIB\eosinophil\EO_690628.jpg,EOS
Images/PBC_dataset_normal_DIB\eosinophil\EO_690811.jpg,EOS
Images/PBC_dataset_normal_DIB\eosinophil\EO_691055.jpg,EOS
Images/PBC_dataset_normal_DIB\eosinophil\EO_69115.jpg,EOS
Images/PBC_dataset_normal_DIB\eosinophil\EO_692427.jpg,EOS
Images/PBC_dataset_normal_DIB\eosinophil\EO_692915.jpg,EOS
Images/PBC_dataset_normal_DIB\eosinophil\EO_693130.jpg,EOS
Images/PBC_dataset_normal_DIB\eosinophil\EO_693173.jpg,EOS
Images/PBC_dataset_normal_DIB\eosinophil\EO_694062.jpg,EOS
Images/PBC_dataset_normal_DIB\eosinophil\EO_694065.jpg,EOS
Images/PBC_dataset_normal_DIB\eosinophil\EO_694442.jpg,EOS
Images/PBC_dataset_normal_DIB\eosinophil\EO_694543.jpg,EOS
Images/PBC_dataset_normal_DIB\eosinophil\EO_694627.jpg,EOS
Images/PBC_dataset_normal_DIB\eosinophil\EO_694798.jpg,EOS
Images/PBC_dataset_normal_DIB\eosinophil\EO_69548.jpg,EOS
Images/PBC_dataset_normal_DIB\eosinophil\EO_695749.jpg,EOS
Images/PBC_dataset_normal_DIB\eosinophil\EO_696379.jpg,EOS
Images/PBC_dataset_normal_DIB\eosinophil\EO_696559.jpg,EOS
Images/PBC_dataset_normal_DIB\eosinophil\EO_696748.jpg,EOS
Images/PBC_dataset_normal_DIB\eosinophil\EO_697135.jpg,EOS
Images/PBC_dataset_normal_DIB\eosinophil\EO_697314.jpg,EOS
Images/PBC_dataset_normal_DIB\eosinophil\EO_697422.jpg,EOS
Images/PBC_dataset_normal_DIB\eosinophil\EO_697519.jpg,EOS
Images/PBC_dataset_normal_DIB\eosinophil\EO_697560.jpg,EOS
Images/PBC_dataset_normal_DIB\eosinophil\EO_698055.jpg,EOS
Images/PBC_dataset_normal_DIB\eosinophil\EO_699069.jpg,EOS
Images/PBC_dataset_normal_DIB\eosinophil\EO_699219.jpg,EOS
Images/PBC_dataset_normal_DIB\eosinophil\EO_699503.jpg,EOS
Images/PBC_dataset_normal_DIB\eosinophil\EO_699642.jpg,EOS
Images/PBC_dataset_normal_DIB\eosinophil\EO_699766.jpg,EOS
Images/PBC_dataset_normal_DIB\eosinophil\EO_699863.jpg,EOS
Images/PBC_dataset_normal_DIB\eosinophil\EO_700078.jpg,EOS
Images/PBC_dataset_normal_DIB\eosinophil\EO_700660.jpg,EOS
Images/PBC_dataset_normal_DIB\eosinophil\EO_700721.jpg,EOS
Images/PBC_dataset_normal_DIB\eosinophil\EO_700857.jpg,EOS
Images/PBC_dataset_normal_DIB\eosinophil\EO_701643.jpg,EOS
Images/PBC_dataset_normal_DIB\eosinophil\EO_701790.jpg,EOS
Images/PBC_dataset_normal_DIB\eosinophil\EO_701883.jpg,EOS
Images/PBC_dataset_normal_DIB\eosinophil\EO_70191.jpg,EOS
Images/PBC_dataset_normal_DIB\eosinophil\EO_702365.jpg,EOS
Images/PBC_dataset_normal_DIB\eosinophil\EO_702662.jpg,EOS
Images/PBC_dataset_normal_DIB\eosinophil\EO_70281.jpg,EOS
Images/PBC_dataset_normal_DIB\eosinophil\EO_703192.jpg,EOS
Images/PBC_dataset_normal_DIB\eosinophil\EO_703258.jpg,EOS
Images/PBC_dataset_normal_DIB\eosinophil\EO_703433.jpg,EOS
Images/PBC_dataset_normal_DIB\eosinophil\EO_703453.jpg,EOS
Images/PBC_dataset_normal_DIB\eosinophil\EO_703501.jpg,EOS
Images/PBC_dataset_normal_DIB\eosinophil\EO_703667.jpg,EOS
Images/PBC_dataset_normal_DIB\eosinophil\EO_703955.jpg,EOS
Images/PBC_dataset_normal_DIB\eosinophil\EO_704164.jpg,EOS
Images/PBC_dataset_normal_DIB\eosinophil\EO_704275.jpg,EOS
Images/PBC_dataset_normal_DIB\eosinophil\EO_704475.jpg,EOS
Images/PBC_dataset_normal_DIB\eosinophil\EO_704557.jpg,EOS
Images/PBC_dataset_normal_DIB\eosinophil\EO_704593.jpg,EOS
Images/PBC_dataset_normal_DIB\eosinophil\EO_705791.jpg,EOS
Images/PBC_dataset_normal_DIB\eosinophil\EO_705872.jpg,EOS
Images/PBC_dataset_normal_DIB\eosinophil\EO_706197.jpg,EOS
Images/PBC_dataset_normal_DIB\eosinophil\EO_706391.jpg,EOS
Images/PBC_dataset_normal_DIB\eosinophil\EO_706620.jpg,EOS
Images/PBC_dataset_normal_DIB\eosinophil\EO_707053.jpg,EOS
Images/PBC_dataset_normal_DIB\eosinophil\EO_707092.jpg,EOS
Images/PBC_dataset_normal_DIB\eosinophil\EO_707166.jpg,EOS
Images/PBC_dataset_normal_DIB\eosinophil\EO_707277.jpg,EOS
Images/PBC_dataset_normal_DIB\eosinophil\EO_708.jpg,EOS
Images/PBC_dataset_normal_DIB\eosinophil\EO_708332.jpg,EOS
Images/PBC_dataset_normal_DIB\eosinophil\EO_708456.jpg,EOS
Images/PBC_dataset_normal_DIB\eosinophil\EO_709895.jpg,EOS
Images/PBC_dataset_normal_DIB\eosinophil\EO_710145.jpg,EOS
Images/PBC_dataset_normal_DIB\eosinophil\EO_710294.jpg,EOS
Images/PBC_dataset_normal_DIB\eosinophil\EO_710683.jpg,EOS
Images/PBC_dataset_normal_DIB\eosinophil\EO_711299.jpg,EOS
Images/PBC_dataset_normal_DIB\eosinophil\EO_711529.jpg,EOS
Images/PBC_dataset_normal_DIB\eosinophil\EO_711696.jpg,EOS
Images/PBC_dataset_normal_DIB\eosinophil\EO_71201.jpg,EOS
Images/PBC_dataset_normal_DIB\eosinophil\EO_712238.jpg,EOS
Images/PBC_dataset_normal_DIB\eosinophil\EO_712944.jpg,EOS
Images/PBC_dataset_normal_DIB\eosinophil\EO_713227.jpg,EOS
Images/PBC_dataset_normal_DIB\eosinophil\EO_713234.jpg,EOS
Images/PBC_dataset_normal_DIB\eosinophil\EO_713402.jpg,EOS
Images/PBC_dataset_normal_DIB\eosinophil\EO_713403.jpg,EOS
Images/PBC_dataset_normal_DIB\eosinophil\EO_713515.jpg,EOS
Images/PBC_dataset_normal_DIB\eosinophil\EO_713984.jpg,EOS
Images/PBC_dataset_normal_DIB\eosinophil\EO_714821.jpg,EOS
Images/PBC_dataset_normal_DIB\eosinophil\EO_714870.jpg,EOS
Images/PBC_dataset_normal_DIB\eosinophil\EO_715133.jpg,EOS
Images/PBC_dataset_normal_DIB\eosinophil\EO_715291.jpg,EOS
Images/PBC_dataset_normal_DIB\eosinophil\EO_715664.jpg,EOS
Images/PBC_dataset_normal_DIB\eosinophil\EO_716024.jpg,EOS
Images/PBC_dataset_normal_DIB\eosinophil\EO_716119.jpg,EOS
Images/PBC_dataset_normal_DIB\eosinophil\EO_716717.jpg,EOS
Images/PBC_dataset_normal_DIB\eosinophil\EO_716722.jpg,EOS
Images/PBC_dataset_normal_DIB\eosinophil\EO_717329.jpg,EOS
Images/PBC_dataset_normal_DIB\eosinophil\EO_719506.jpg,EOS
Images/PBC_dataset_normal_DIB\eosinophil\EO_720242.jpg,EOS
Images/PBC_dataset_normal_DIB\eosinophil\EO_720406.jpg,EOS
Images/PBC_dataset_normal_DIB\eosinophil\EO_720962.jpg,EOS
Images/PBC_dataset_normal_DIB\eosinophil\EO_721078.jpg,EOS
Images/PBC_dataset_normal_DIB\eosinophil\EO_721643.jpg,EOS
Images/PBC_dataset_normal_DIB\eosinophil\EO_721822.jpg,EOS
Images/PBC_dataset_normal_DIB\eosinophil\EO_722563.jpg,EOS
Images/PBC_dataset_normal_DIB\eosinophil\EO_722793.jpg,EOS
Images/PBC_dataset_normal_DIB\eosinophil\EO_722995.jpg,EOS
Images/PBC_dataset_normal_DIB\eosinophil\EO_723337.jpg,EOS
Images/PBC_dataset_normal_DIB\eosinophil\EO_723342.jpg,EOS
Images/PBC_dataset_normal_DIB\eosinophil\EO_724059.jpg,EOS
Images/PBC_dataset_normal_DIB\eosinophil\EO_724140.jpg,EOS
Images/PBC_dataset_normal_DIB\eosinophil\EO_724151.jpg,EOS
Images/PBC_dataset_normal_DIB\eosinophil\EO_724369.jpg,EOS
Images/PBC_dataset_normal_DIB\eosinophil\EO_724677.jpg,EOS
Images/PBC_dataset_normal_DIB\eosinophil\EO_724679.jpg,EOS
Images/PBC_dataset_normal_DIB\eosinophil\EO_724789.jpg,EOS
Images/PBC_dataset_normal_DIB\eosinophil\EO_724995.jpg,EOS
Images/PBC_dataset_normal_DIB\eosinophil\EO_725029.jpg,EOS
Images/PBC_dataset_normal_DIB\eosinophil\EO_725251.jpg,EOS
Images/PBC_dataset_normal_DIB\eosinophil\EO_725577.jpg,EOS
Images/PBC_dataset_normal_DIB\eosinophil\EO_725596.jpg,EOS
Images/PBC_dataset_normal_DIB\eosinophil\EO_725651.jpg,EOS
Images/PBC_dataset_normal_DIB\eosinophil\EO_725975.jpg,EOS
Images/PBC_dataset_normal_DIB\eosinophil\EO_726052.jpg,EOS
Images/PBC_dataset_normal_DIB\eosinophil\EO_726116.jpg,EOS
Images/PBC_dataset_normal_DIB\eosinophil\EO_726217.jpg,EOS
Images/PBC_dataset_normal_DIB\eosinophil\EO_726274.jpg,EOS
Images/PBC_dataset_normal_DIB\eosinophil\EO_726503.jpg,EOS
Images/PBC_dataset_normal_DIB\eosinophil\EO_726899.jpg,EOS
Images/PBC_dataset_normal_DIB\eosinophil\EO_727326.jpg,EOS
Images/PBC_dataset_normal_DIB\eosinophil\EO_727381.jpg,EOS
Images/PBC_dataset_normal_DIB\eosinophil\EO_727395.jpg,EOS
Images/PBC_dataset_normal_DIB\eosinophil\EO_72747.jpg,EOS
Images/PBC_dataset_normal_DIB\eosinophil\EO_72758.jpg,EOS
Images/PBC_dataset_normal_DIB\eosinophil\EO_727803.jpg,EOS
Images/PBC_dataset_normal_DIB\eosinophil\EO_728093.jpg,EOS
Images/PBC_dataset_normal_DIB\eosinophil\EO_728292.jpg,EOS
Images/PBC_dataset_normal_DIB\eosinophil\EO_728356.jpg,EOS
Images/PBC_dataset_normal_DIB\eosinophil\EO_728605.jpg,EOS
Images/PBC_dataset_normal_DIB\eosinophil\EO_728803.jpg,EOS
Images/PBC_dataset_normal_DIB\eosinophil\EO_729292.jpg,EOS
Images/PBC_dataset_normal_DIB\eosinophil\EO_729465.jpg,EOS
Images/PBC_dataset_normal_DIB\eosinophil\EO_729671.jpg,EOS
Images/PBC_dataset_normal_DIB\eosinophil\EO_729819.jpg,EOS
Images/PBC_dataset_normal_DIB\eosinophil\EO_729891.jpg,EOS
Images/PBC_dataset_normal_DIB\eosinophil\EO_730263.jpg,EOS
Images/PBC_dataset_normal_DIB\eosinophil\EO_730296.jpg,EOS
Images/PBC_dataset_normal_DIB\eosinophil\EO_731182.jpg,EOS
Images/PBC_dataset_normal_DIB\eosinophil\EO_731325.jpg,EOS
Images/PBC_dataset_normal_DIB\eosinophil\EO_731460.jpg,EOS
Images/PBC_dataset_normal_DIB\eosinophil\EO_731622.jpg,EOS
Images/PBC_dataset_normal_DIB\eosinophil\EO_731641.jpg,EOS
Images/PBC_dataset_normal_DIB\eosinophil\EO_732204.jpg,EOS
Images/PBC_dataset_normal_DIB\eosinophil\EO_733547.jpg,EOS
Images/PBC_dataset_normal_DIB\eosinophil\EO_733627.jpg,EOS
Images/PBC_dataset_normal_DIB\eosinophil\EO_733636.jpg,EOS
Images/PBC_dataset_normal_DIB\eosinophil\EO_734264.jpg,EOS
Images/PBC_dataset_normal_DIB\eosinophil\EO_734621.jpg,EOS
Images/PBC_dataset_normal_DIB\eosinophil\EO_734836.jpg,EOS
Images/PBC_dataset_normal_DIB\eosinophil\EO_734856.jpg,EOS
Images/PBC_dataset_normal_DIB\eosinophil\EO_734958.jpg,EOS
Images/PBC_dataset_normal_DIB\eosinophil\EO_735003.jpg,EOS
Images/PBC_dataset_normal_DIB\eosinophil\EO_735067.jpg,EOS
Images/PBC_dataset_normal_DIB\eosinophil\EO_735379.jpg,EOS
