maskpath,nameLabel,filepath
Images/masques_Unet\lymphocyte/LY_668316_mask.png,LY,Images/PBC_dataset_normal_DIB\lymphocyte/LY_668316.jpg
Images/masques_Unet\lymphocyte/LY_700648_mask.png,LY,Images/PBC_dataset_normal_DIB\lymphocyte/LY_700648.jpg
Images/masques_Unet\lymphocyte/LY_658912_mask.png,LY,Images/PBC_dataset_normal_DIB\lymphocyte/LY_658912.jpg
Images/masques_Unet\lymphocyte/LY_392666_mask.png,LY,Images/PBC_dataset_normal_DIB\lymphocyte/LY_392666.jpg
Images/masques_Unet\lymphocyte/LY_184784_mask.png,LY,Images/PBC_dataset_normal_DIB\lymphocyte/LY_184784.jpg
Images/masques_Unet\lymphocyte/LY_671159_mask.png,LY,Images/PBC_dataset_normal_DIB\lymphocyte/LY_671159.jpg
Images/masques_Unet\lymphocyte/LY_334677_mask.png,LY,Images/PBC_dataset_normal_DIB\lymphocyte/LY_334677.jpg
Images/masques_Unet\lymphocyte/LY_359031_mask.png,LY,Images/PBC_dataset_normal_DIB\lymphocyte/LY_359031.jpg
Images/masques_Unet\lymphocyte/LY_419777_mask.png,LY,Images/PBC_dataset_normal_DIB\lymphocyte/LY_419777.jpg
Images/masques_Unet\lymphocyte/LY_870677_mask.png,LY,Images/PBC_dataset_normal_DIB\lymphocyte/LY_870677.jpg
Images/masques_Unet\lymphocyte/LY_418188_mask.png,LY,Images/PBC_dataset_normal_DIB\lymphocyte/LY_418188.jpg
Images/masques_Unet\lymphocyte/LY_432777_mask.png,LY,Images/PBC_dataset_normal_DIB\lymphocyte/LY_432777.jpg
Images/masques_Unet\lymphocyte/LY_683794_mask.png,LY,Images/PBC_dataset_normal_DIB\lymphocyte/LY_683794.jpg
Images/masques_Unet\lymphocyte/LY_908944_mask.png,LY,Images/PBC_dataset_normal_DIB\lymphocyte/LY_908944.jpg
Images/masques_Unet\lymphocyte/LY_842868_mask.png,LY,Images/PBC_dataset_normal_DIB\lymphocyte/LY_842868.jpg
Images/masques_Unet\lymphocyte/LY_106354_mask.png,LY,Images/PBC_dataset_normal_DIB\lymphocyte/LY_106354.jpg
Images/masques_Unet\lymphocyte/LY_515199_mask.png,LY,Images/PBC_dataset_normal_DIB\lymphocyte/LY_515199.jpg
Images/masques_Unet\lymphocyte/LY_192796_mask.png,LY,Images/PBC_dataset_normal_DIB\lymphocyte/LY_192796.jpg
Images/masques_Unet\lymphocyte/LY_75542_mask.png,LY,Images/PBC_dataset_normal_DIB\lymphocyte/LY_75542.jpg
Images/masques_Unet\lymphocyte/LY_502223_mask.png,LY,Images/PBC_dataset_normal_DIB\lymphocyte/LY_502223.jpg
Images/masques_Unet\lymphocyte/LY_32573_mask.png,LY,Images/PBC_dataset_normal_DIB\lymphocyte/LY_32573.jpg
Images/masques_Unet\lymphocyte/LY_159509_mask.png,LY,Images/PBC_dataset_normal_DIB\lymphocyte/LY_159509.jpg
Images/masques_Unet\lymphocyte/LY_592241_mask.png,LY,Images/PBC_dataset_normal_DIB\lymphocyte/LY_592241.jpg
Images/masques_Unet\lymphocyte/LY_907480_mask.png,LY,Images/PBC_dataset_normal_DIB\lymphocyte/LY_907480.jpg
Images/masques_Unet\lymphocyte/LY_262697_mask.png,LY,Images/PBC_dataset_normal_DIB\lymphocyte/LY_262697.jpg
Images/masques_Unet\lymphocyte/LY_888483_mask.png,LY,Images/PBC_dataset_normal_DIB\lymphocyte/LY_888483.jpg
Images/masques_Unet\lymphocyte/LY_114808_mask.png,LY,Images/PBC_dataset_normal_DIB\lymphocyte/LY_114808.jpg
Images/masques_Unet\lymphocyte/LY_489582_mask.png,LY,Images/PBC_dataset_normal_DIB\lymphocyte/LY_489582.jpg
Images/masques_Unet\lymphocyte/LY_562167_mask.png,LY,Images/PBC_dataset_normal_DIB\lymphocyte/LY_562167.jpg
Images/masques_Unet\lymphocyte/LY_575898_mask.png,LY,Images/PBC_dataset_normal_DIB\lymphocyte/LY_575898.jpg
Images/masques_Unet\lymphocyte/LY_996704_mask.png,LY,Images/PBC_dataset_normal_DIB\lymphocyte/LY_996704.jpg
Images/masques_Unet\lymphocyte/LY_199996_mask.png,LY,Images/PBC_dataset_normal_DIB\lymphocyte/LY_199996.jpg
Images/masques_Unet\lymphocyte/LY_349557_mask.png,LY,Images/PBC_dataset_normal_DIB\lymphocyte/LY_349557.jpg
Images/masques_Unet\lymphocyte/LY_676437_mask.png,LY,Images/PBC_dataset_normal_DIB\lymphocyte/LY_676437.jpg
Images/masques_Unet\lymphocyte/LY_346776_mask.png,LY,Images/PBC_dataset_normal_DIB\lymphocyte/LY_346776.jpg
Images/masques_Unet\lymphocyte/LY_368040_mask.png,LY,Images/PBC_dataset_normal_DIB\lymphocyte/LY_368040.jpg
Images/masques_Unet\lymphocyte/LY_131763_mask.png,LY,Images/PBC_dataset_normal_DIB\lymphocyte/LY_131763.jpg
Images/masques_Unet\lymphocyte/LY_206769_mask.png,LY,Images/PBC_dataset_normal_DIB\lymphocyte/LY_206769.jpg
Images/masques_Unet\lymphocyte/LY_205694_mask.png,LY,Images/PBC_dataset_normal_DIB\lymphocyte/LY_205694.jpg
Images/masques_Unet\lymphocyte/LY_923038_mask.png,LY,Images/PBC_dataset_normal_DIB\lymphocyte/LY_923038.jpg
Images/masques_Unet\lymphocyte/LY_667147_mask.png,LY,Images/PBC_dataset_normal_DIB\lymphocyte/LY_667147.jpg
Images/masques_Unet\lymphocyte/LY_273921_mask.png,LY,Images/PBC_dataset_normal_DIB\lymphocyte/LY_273921.jpg
Images/masques_Unet\lymphocyte/LY_275148_mask.png,LY,Images/PBC_dataset_normal_DIB\lymphocyte/LY_275148.jpg
Images/masques_Unet\lymphocyte/LY_185647_mask.png,LY,Images/PBC_dataset_normal_DIB\lymphocyte/LY_185647.jpg
Images/masques_Unet\lymphocyte/LY_793772_mask.png,LY,Images/PBC_dataset_normal_DIB\lymphocyte/LY_793772.jpg
Images/masques_Unet\lymphocyte/LY_449981_mask.png,LY,Images/PBC_dataset_normal_DIB\lymphocyte/LY_449981.jpg
Images/masques_Unet\lymphocyte/LY_13552_mask.png,LY,Images/PBC_dataset_normal_DIB\lymphocyte/LY_13552.jpg
Images/masques_Unet\lymphocyte/LY_267946_mask.png,LY,Images/PBC_dataset_normal_DIB\lymphocyte/LY_267946.jpg
Images/masques_Unet\lymphocyte/LY_647287_mask.png,LY,Images/PBC_dataset_normal_DIB\lymphocyte/LY_647287.jpg
Images/masques_Unet\lymphocyte/LY_970253_mask.png,LY,Images/PBC_dataset_normal_DIB\lymphocyte/LY_970253.jpg
Images/masques_Unet\lymphocyte/LY_947726_mask.png,LY,Images/PBC_dataset_normal_DIB\lymphocyte/LY_947726.jpg
Images/masques_Unet\lymphocyte/LY_617499_mask.png,LY,Images/PBC_dataset_normal_DIB\lymphocyte/LY_617499.jpg
Images/masques_Unet\lymphocyte/LY_472472_mask.png,LY,Images/PBC_dataset_normal_DIB\lymphocyte/LY_472472.jpg
Images/masques_Unet\lymphocyte/LY_959755_mask.png,LY,Images/PBC_dataset_normal_DIB\lymphocyte/LY_959755.jpg
Images/masques_Unet\lymphocyte/LY_740842_mask.png,LY,Images/PBC_dataset_normal_DIB\lymphocyte/LY_740842.jpg
Images/masques_Unet\lymphocyte/LY_275504_mask.png,LY,Images/PBC_dataset_normal_DIB\lymphocyte/LY_275504.jpg
Images/masques_Unet\lymphocyte/LY_18831_mask.png,LY,Images/PBC_dataset_normal_DIB\lymphocyte/LY_18831.jpg
Images/masques_Unet\lymphocyte/LY_78141_mask.png,LY,Images/PBC_dataset_normal_DIB\lymphocyte/LY_78141.jpg
Images/masques_Unet\lymphocyte/LY_801230_mask.png,LY,Images/PBC_dataset_normal_DIB\lymphocyte/LY_801230.jpg
Images/masques_Unet\lymphocyte/LY_158602_mask.png,LY,Images/PBC_dataset_normal_DIB\lymphocyte/LY_158602.jpg
Images/masques_Unet\lymphocyte/LY_736531_mask.png,LY,Images/PBC_dataset_normal_DIB\lymphocyte/LY_736531.jpg
Images/masques_Unet\lymphocyte/LY_868217_mask.png,LY,Images/PBC_dataset_normal_DIB\lymphocyte/LY_868217.jpg
Images/masques_Unet\lymphocyte/LY_303897_mask.png,LY,Images/PBC_dataset_normal_DIB\lymphocyte/LY_303897.jpg
Images/masques_Unet\lymphocyte/LY_935379_mask.png,LY,Images/PBC_dataset_normal_DIB\lymphocyte/LY_935379.jpg
Images/masques_Unet\lymphocyte/LY_646952_mask.png,LY,Images/PBC_dataset_normal_DIB\lymphocyte/LY_646952.jpg
Images/masques_Unet\lymphocyte/LY_86114_mask.png,LY,Images/PBC_dataset_normal_DIB\lymphocyte/LY_86114.jpg
Images/masques_Unet\lymphocyte/LY_609104_mask.png,LY,Images/PBC_dataset_normal_DIB\lymphocyte/LY_609104.jpg
Images/masques_Unet\lymphocyte/LY_512098_mask.png,LY,Images/PBC_dataset_normal_DIB\lymphocyte/LY_512098.jpg
Images/masques_Unet\lymphocyte/LY_818779_mask.png,LY,Images/PBC_dataset_normal_DIB\lymphocyte/LY_818779.jpg
Images/masques_Unet\lymphocyte/LY_222797_mask.png,LY,Images/PBC_dataset_normal_DIB\lymphocyte/LY_222797.jpg
Images/masques_Unet\lymphocyte/LY_408701_mask.png,LY,Images/PBC_dataset_normal_DIB\lymphocyte/LY_408701.jpg
Images/masques_Unet\lymphocyte/LY_360969_mask.png,LY,Images/PBC_dataset_normal_DIB\lymphocyte/LY_360969.jpg
Images/masques_Unet\lymphocyte/LY_800058_mask.png,LY,Images/PBC_dataset_normal_DIB\lymphocyte/LY_800058.jpg
Images/masques_Unet\lymphocyte/LY_842128_mask.png,LY,Images/PBC_dataset_normal_DIB\lymphocyte/LY_842128.jpg
Images/masques_Unet\lymphocyte/LY_801778_mask.png,LY,Images/PBC_dataset_normal_DIB\lymphocyte/LY_801778.jpg
Images/masques_Unet\lymphocyte/LY_903380_mask.png,LY,Images/PBC_dataset_normal_DIB\lymphocyte/LY_903380.jpg
Images/masques_Unet\lymphocyte/LY_554979_mask.png,LY,Images/PBC_dataset_normal_DIB\lymphocyte/LY_554979.jpg
Images/masques_Unet\lymphocyte/LY_168926_mask.png,LY,Images/PBC_dataset_normal_DIB\lymphocyte/LY_168926.jpg
Images/masques_Unet\lymphocyte/LY_38503_mask.png,LY,Images/PBC_dataset_normal_DIB\lymphocyte/LY_38503.jpg
Images/masques_Unet\lymphocyte/LY_490073_mask.png,LY,Images/PBC_dataset_normal_DIB\lymphocyte/LY_490073.jpg
Images/masques_Unet\lymphocyte/LY_849013_mask.png,LY,Images/PBC_dataset_normal_DIB\lymphocyte/LY_849013.jpg
Images/masques_Unet\lymphocyte/LY_647109_mask.png,LY,Images/PBC_dataset_normal_DIB\lymphocyte/LY_647109.jpg
Images/masques_Unet\lymphocyte/LY_483984_mask.png,LY,Images/PBC_dataset_normal_DIB\lymphocyte/LY_483984.jpg
Images/masques_Unet\lymphocyte/LY_161086_mask.png,LY,Images/PBC_dataset_normal_DIB\lymphocyte/LY_161086.jpg
Images/masques_Unet\lymphocyte/LY_363901_mask.png,LY,Images/PBC_dataset_normal_DIB\lymphocyte/LY_363901.jpg
Images/masques_Unet\lymphocyte/LY_185090_mask.png,LY,Images/PBC_dataset_normal_DIB\lymphocyte/LY_185090.jpg
Images/masques_Unet\lymphocyte/LY_492956_mask.png,LY,Images/PBC_dataset_normal_DIB\lymphocyte/LY_492956.jpg
Images/masques_Unet\lymphocyte/LY_370728_mask.png,LY,Images/PBC_dataset_normal_DIB\lymphocyte/LY_370728.jpg
Images/masques_Unet\lymphocyte/LY_609443_mask.png,LY,Images/PBC_dataset_normal_DIB\lymphocyte/LY_609443.jpg
Images/masques_Unet\lymphocyte/LY_179366_mask.png,LY,Images/PBC_dataset_normal_DIB\lymphocyte/LY_179366.jpg
Images/masques_Unet\lymphocyte/LY_812454_mask.png,LY,Images/PBC_dataset_normal_DIB\lymphocyte/LY_812454.jpg
Images/masques_Unet\lymphocyte/LY_189746_mask.png,LY,Images/PBC_dataset_normal_DIB\lymphocyte/LY_189746.jpg
Images/masques_Unet\lymphocyte/LY_798487_mask.png,LY,Images/PBC_dataset_normal_DIB\lymphocyte/LY_798487.jpg
Images/masques_Unet\lymphocyte/LY_349836_mask.png,LY,Images/PBC_dataset_normal_DIB\lymphocyte/LY_349836.jpg
Images/masques_Unet\lymphocyte/LY_732056_mask.png,LY,Images/PBC_dataset_normal_DIB\lymphocyte/LY_732056.jpg
Images/masques_Unet\lymphocyte/LY_570832_mask.png,LY,Images/PBC_dataset_normal_DIB\lymphocyte/LY_570832.jpg
Images/masques_Unet\lymphocyte/LY_196753_mask.png,LY,Images/PBC_dataset_normal_DIB\lymphocyte/LY_196753.jpg
Images/masques_Unet\lymphocyte/LY_900304_mask.png,LY,Images/PBC_dataset_normal_DIB\lymphocyte/LY_900304.jpg
Images/masques_Unet\lymphocyte/LY_503715_mask.png,LY,Images/PBC_dataset_normal_DIB\lymphocyte/LY_503715.jpg
Images/masques_Unet\lymphocyte/LY_371995_mask.png,LY,Images/PBC_dataset_normal_DIB\lymphocyte/LY_371995.jpg
Images/masques_Unet\lymphocyte/LY_420170_mask.png,LY,Images/PBC_dataset_normal_DIB\lymphocyte/LY_420170.jpg
Images/masques_Unet\lymphocyte/LY_79706_mask.png,LY,Images/PBC_dataset_normal_DIB\lymphocyte/LY_79706.jpg
Images/masques_Unet\lymphocyte/LY_83417_mask.png,LY,Images/PBC_dataset_normal_DIB\lymphocyte/LY_83417.jpg
Images/masques_Unet\lymphocyte/LY_308596_mask.png,LY,Images/PBC_dataset_normal_DIB\lymphocyte/LY_308596.jpg
Images/masques_Unet\lymphocyte/LY_506225_mask.png,LY,Images/PBC_dataset_normal_DIB\lymphocyte/LY_506225.jpg
Images/masques_Unet\lymphocyte/LY_722199_mask.png,LY,Images/PBC_dataset_normal_DIB\lymphocyte/LY_722199.jpg
Images/masques_Unet\lymphocyte/LY_953443_mask.png,LY,Images/PBC_dataset_normal_DIB\lymphocyte/LY_953443.jpg
Images/masques_Unet\lymphocyte/LY_483388_mask.png,LY,Images/PBC_dataset_normal_DIB\lymphocyte/LY_483388.jpg
Images/masques_Unet\lymphocyte/LY_699056_mask.png,LY,Images/PBC_dataset_normal_DIB\lymphocyte/LY_699056.jpg
Images/masques_Unet\lymphocyte/LY_415263_mask.png,LY,Images/PBC_dataset_normal_DIB\lymphocyte/LY_415263.jpg
Images/masques_Unet\lymphocyte/LY_483235_mask.png,LY,Images/PBC_dataset_normal_DIB\lymphocyte/LY_483235.jpg
Images/masques_Unet\lymphocyte/LY_918465_mask.png,LY,Images/PBC_dataset_normal_DIB\lymphocyte/LY_918465.jpg
Images/masques_Unet\lymphocyte/LY_720395_mask.png,LY,Images/PBC_dataset_normal_DIB\lymphocyte/LY_720395.jpg
Images/masques_Unet\lymphocyte/LY_434773_mask.png,LY,Images/PBC_dataset_normal_DIB\lymphocyte/LY_434773.jpg
Images/masques_Unet\lymphocyte/LY_360878_mask.png,LY,Images/PBC_dataset_normal_DIB\lymphocyte/LY_360878.jpg
Images/masques_Unet\lymphocyte/LY_226845_mask.png,LY,Images/PBC_dataset_normal_DIB\lymphocyte/LY_226845.jpg
Images/masques_Unet\lymphocyte/LY_572700_mask.png,LY,Images/PBC_dataset_normal_DIB\lymphocyte/LY_572700.jpg
Images/masques_Unet\lymphocyte/LY_884557_mask.png,LY,Images/PBC_dataset_normal_DIB\lymphocyte/LY_884557.jpg
Images/masques_Unet\lymphocyte/LY_914594_mask.png,LY,Images/PBC_dataset_normal_DIB\lymphocyte/LY_914594.jpg
Images/masques_Unet\lymphocyte/LY_18659_mask.png,LY,Images/PBC_dataset_normal_DIB\lymphocyte/LY_18659.jpg
Images/masques_Unet\lymphocyte/LY_901764_mask.png,LY,Images/PBC_dataset_normal_DIB\lymphocyte/LY_901764.jpg
Images/masques_Unet\lymphocyte/LY_979614_mask.png,LY,Images/PBC_dataset_normal_DIB\lymphocyte/LY_979614.jpg
Images/masques_Unet\lymphocyte/LY_136218_mask.png,LY,Images/PBC_dataset_normal_DIB\lymphocyte/LY_136218.jpg
Images/masques_Unet\lymphocyte/LY_725386_mask.png,LY,Images/PBC_dataset_normal_DIB\lymphocyte/LY_725386.jpg
Images/masques_Unet\lymphocyte/LY_680002_mask.png,LY,Images/PBC_dataset_normal_DIB\lymphocyte/LY_680002.jpg
Images/masques_Unet\lymphocyte/LY_16036_mask.png,LY,Images/PBC_dataset_normal_DIB\lymphocyte/LY_16036.jpg
Images/masques_Unet\lymphocyte/LY_506533_mask.png,LY,Images/PBC_dataset_normal_DIB\lymphocyte/LY_506533.jpg
Images/masques_Unet\lymphocyte/LY_272152_mask.png,LY,Images/PBC_dataset_normal_DIB\lymphocyte/LY_272152.jpg
Images/masques_Unet\lymphocyte/LY_404117_mask.png,LY,Images/PBC_dataset_normal_DIB\lymphocyte/LY_404117.jpg
Images/masques_Unet\lymphocyte/LY_427101_mask.png,LY,Images/PBC_dataset_normal_DIB\lymphocyte/LY_427101.jpg
Images/masques_Unet\lymphocyte/LY_57617_mask.png,LY,Images/PBC_dataset_normal_DIB\lymphocyte/LY_57617.jpg
Images/masques_Unet\lymphocyte/LY_69669_mask.png,LY,Images/PBC_dataset_normal_DIB\lymphocyte/LY_69669.jpg
Images/masques_Unet\lymphocyte/LY_646631_mask.png,LY,Images/PBC_dataset_normal_DIB\lymphocyte/LY_646631.jpg
Images/masques_Unet\lymphocyte/LY_700199_mask.png,LY,Images/PBC_dataset_normal_DIB\lymphocyte/LY_700199.jpg
Images/masques_Unet\lymphocyte/LY_520157_mask.png,LY,Images/PBC_dataset_normal_DIB\lymphocyte/LY_520157.jpg
Images/masques_Unet\lymphocyte/LY_343524_mask.png,LY,Images/PBC_dataset_normal_DIB\lymphocyte/LY_343524.jpg
Images/masques_Unet\lymphocyte/LY_294248_mask.png,LY,Images/PBC_dataset_normal_DIB\lymphocyte/LY_294248.jpg
Images/masques_Unet\lymphocyte/LY_528736_mask.png,LY,Images/PBC_dataset_normal_DIB\lymphocyte/LY_528736.jpg
Images/masques_Unet\lymphocyte/LY_744710_mask.png,LY,Images/PBC_dataset_normal_DIB\lymphocyte/LY_744710.jpg
Images/masques_Unet\lymphocyte/LY_730423_mask.png,LY,Images/PBC_dataset_normal_DIB\lymphocyte/LY_730423.jpg
Images/masques_Unet\lymphocyte/LY_599099_mask.png,LY,Images/PBC_dataset_normal_DIB\lymphocyte/LY_599099.jpg
Images/masques_Unet\lymphocyte/LY_622941_mask.png,LY,Images/PBC_dataset_normal_DIB\lymphocyte/LY_622941.jpg
Images/masques_Unet\lymphocyte/LY_688880_mask.png,LY,Images/PBC_dataset_normal_DIB\lymphocyte/LY_688880.jpg
Images/masques_Unet\lymphocyte/LY_554364_mask.png,LY,Images/PBC_dataset_normal_DIB\lymphocyte/LY_554364.jpg
Images/masques_Unet\lymphocyte/LY_112097_mask.png,LY,Images/PBC_dataset_normal_DIB\lymphocyte/LY_112097.jpg
Images/masques_Unet\lymphocyte/LY_485381_mask.png,LY,Images/PBC_dataset_normal_DIB\lymphocyte/LY_485381.jpg
Images/masques_Unet\lymphocyte/LY_341627_mask.png,LY,Images/PBC_dataset_normal_DIB\lymphocyte/LY_341627.jpg
Images/masques_Unet\lymphocyte/LY_853229_mask.png,LY,Images/PBC_dataset_normal_DIB\lymphocyte/LY_853229.jpg
Images/masques_Unet\lymphocyte/LY_682820_mask.png,LY,Images/PBC_dataset_normal_DIB\lymphocyte/LY_682820.jpg
Images/masques_Unet\lymphocyte/LY_374896_mask.png,LY,Images/PBC_dataset_normal_DIB\lymphocyte/LY_374896.jpg
Images/masques_Unet\lymphocyte/LY_762788_mask.png,LY,Images/PBC_dataset_normal_DIB\lymphocyte/LY_762788.jpg
Images/masques_Unet\lymphocyte/LY_793239_mask.png,LY,Images/PBC_dataset_normal_DIB\lymphocyte/LY_793239.jpg
Images/masques_Unet\lymphocyte/LY_825441_mask.png,LY,Images/PBC_dataset_normal_DIB\lymphocyte/LY_825441.jpg
Images/masques_Unet\lymphocyte/LY_31663_mask.png,LY,Images/PBC_dataset_normal_DIB\lymphocyte/LY_31663.jpg
Images/masques_Unet\lymphocyte/LY_869750_mask.png,LY,Images/PBC_dataset_normal_DIB\lymphocyte/LY_869750.jpg
Images/masques_Unet\lymphocyte/LY_182632_mask.png,LY,Images/PBC_dataset_normal_DIB\lymphocyte/LY_182632.jpg
Images/masques_Unet\lymphocyte/LY_169448_mask.png,LY,Images/PBC_dataset_normal_DIB\lymphocyte/LY_169448.jpg
Images/masques_Unet\lymphocyte/LY_567757_mask.png,LY,Images/PBC_dataset_normal_DIB\lymphocyte/LY_567757.jpg
Images/masques_Unet\lymphocyte/LY_870847_mask.png,LY,Images/PBC_dataset_normal_DIB\lymphocyte/LY_870847.jpg
Images/masques_Unet\lymphocyte/LY_619039_mask.png,LY,Images/PBC_dataset_normal_DIB\lymphocyte/LY_619039.jpg
Images/masques_Unet\lymphocyte/LY_254678_mask.png,LY,Images/PBC_dataset_normal_DIB\lymphocyte/LY_254678.jpg
Images/masques_Unet\lymphocyte/LY_147472_mask.png,LY,Images/PBC_dataset_normal_DIB\lymphocyte/LY_147472.jpg
Images/masques_Unet\lymphocyte/LY_985583_mask.png,LY,Images/PBC_dataset_normal_DIB\lymphocyte/LY_985583.jpg
Images/masques_Unet\lymphocyte/LY_294345_mask.png,LY,Images/PBC_dataset_normal_DIB\lymphocyte/LY_294345.jpg
Images/masques_Unet\lymphocyte/LY_322867_mask.png,LY,Images/PBC_dataset_normal_DIB\lymphocyte/LY_322867.jpg
Images/masques_Unet\lymphocyte/LY_221345_mask.png,LY,Images/PBC_dataset_normal_DIB\lymphocyte/LY_221345.jpg
Images/masques_Unet\lymphocyte/LY_500326_mask.png,LY,Images/PBC_dataset_normal_DIB\lymphocyte/LY_500326.jpg
Images/masques_Unet\lymphocyte/LY_444522_mask.png,LY,Images/PBC_dataset_normal_DIB\lymphocyte/LY_444522.jpg
Images/masques_Unet\lymphocyte/LY_587246_mask.png,LY,Images/PBC_dataset_normal_DIB\lymphocyte/LY_587246.jpg
Images/masques_Unet\lymphocyte/LY_16740_mask.png,LY,Images/PBC_dataset_normal_DIB\lymphocyte/LY_16740.jpg
Images/masques_Unet\lymphocyte/LY_287479_mask.png,LY,Images/PBC_dataset_normal_DIB\lymphocyte/LY_287479.jpg
Images/masques_Unet\lymphocyte/LY_825373_mask.png,LY,Images/PBC_dataset_normal_DIB\lymphocyte/LY_825373.jpg
Images/masques_Unet\lymphocyte/LY_21798_mask.png,LY,Images/PBC_dataset_normal_DIB\lymphocyte/LY_21798.jpg
Images/masques_Unet\lymphocyte/LY_192703_mask.png,LY,Images/PBC_dataset_normal_DIB\lymphocyte/LY_192703.jpg
Images/masques_Unet\lymphocyte/LY_818290_mask.png,LY,Images/PBC_dataset_normal_DIB\lymphocyte/LY_818290.jpg
Images/masques_Unet\lymphocyte/LY_493016_mask.png,LY,Images/PBC_dataset_normal_DIB\lymphocyte/LY_493016.jpg
Images/masques_Unet\lymphocyte/LY_519097_mask.png,LY,Images/PBC_dataset_normal_DIB\lymphocyte/LY_519097.jpg
Images/masques_Unet\lymphocyte/LY_997935_mask.png,LY,Images/PBC_dataset_normal_DIB\lymphocyte/LY_997935.jpg
Images/masques_Unet\lymphocyte/LY_345919_mask.png,LY,Images/PBC_dataset_normal_DIB\lymphocyte/LY_345919.jpg
Images/masques_Unet\lymphocyte/LY_488343_mask.png,LY,Images/PBC_dataset_normal_DIB\lymphocyte/LY_488343.jpg
Images/masques_Unet\lymphocyte/LY_789698_mask.png,LY,Images/PBC_dataset_normal_DIB\lymphocyte/LY_789698.jpg
Images/masques_Unet\lymphocyte/LY_350545_mask.png,LY,Images/PBC_dataset_normal_DIB\lymphocyte/LY_350545.jpg
Images/masques_Unet\lymphocyte/LY_286920_mask.png,LY,Images/PBC_dataset_normal_DIB\lymphocyte/LY_286920.jpg
Images/masques_Unet\lymphocyte/LY_692000_mask.png,LY,Images/PBC_dataset_normal_DIB\lymphocyte/LY_692000.jpg
Images/masques_Unet\lymphocyte/LY_825410_mask.png,LY,Images/PBC_dataset_normal_DIB\lymphocyte/LY_825410.jpg
Images/masques_Unet\lymphocyte/LY_104129_mask.png,LY,Images/PBC_dataset_normal_DIB\lymphocyte/LY_104129.jpg
Images/masques_Unet\lymphocyte/LY_709473_mask.png,LY,Images/PBC_dataset_normal_DIB\lymphocyte/LY_709473.jpg
Images/masques_Unet\lymphocyte/LY_720578_mask.png,LY,Images/PBC_dataset_normal_DIB\lymphocyte/LY_720578.jpg
Images/masques_Unet\lymphocyte/LY_45660_mask.png,LY,Images/PBC_dataset_normal_DIB\lymphocyte/LY_45660.jpg
Images/masques_Unet\lymphocyte/LY_778709_mask.png,LY,Images/PBC_dataset_normal_DIB\lymphocyte/LY_778709.jpg
Images/masques_Unet\lymphocyte/LY_709042_mask.png,LY,Images/PBC_dataset_normal_DIB\lymphocyte/LY_709042.jpg
Images/masques_Unet\lymphocyte/LY_945775_mask.png,LY,Images/PBC_dataset_normal_DIB\lymphocyte/LY_945775.jpg
Images/masques_Unet\lymphocyte/LY_480700_mask.png,LY,Images/PBC_dataset_normal_DIB\lymphocyte/LY_480700.jpg
Images/masques_Unet\lymphocyte/LY_74824_mask.png,LY,Images/PBC_dataset_normal_DIB\lymphocyte/LY_74824.jpg
Images/masques_Unet\lymphocyte/LY_853677_mask.png,LY,Images/PBC_dataset_normal_DIB\lymphocyte/LY_853677.jpg
Images/masques_Unet\lymphocyte/LY_504582_mask.png,LY,Images/PBC_dataset_normal_DIB\lymphocyte/LY_504582.jpg
Images/masques_Unet\lymphocyte/LY_264329_mask.png,LY,Images/PBC_dataset_normal_DIB\lymphocyte/LY_264329.jpg
Images/masques_Unet\lymphocyte/LY_121177_mask.png,LY,Images/PBC_dataset_normal_DIB\lymphocyte/LY_121177.jpg
Images/masques_Unet\lymphocyte/LY_382149_mask.png,LY,Images/PBC_dataset_normal_DIB\lymphocyte/LY_382149.jpg
Images/masques_Unet\lymphocyte/LY_500880_mask.png,LY,Images/PBC_dataset_normal_DIB\lymphocyte/LY_500880.jpg
Images/masques_Unet\lymphocyte/LY_260346_mask.png,LY,Images/PBC_dataset_normal_DIB\lymphocyte/LY_260346.jpg
Images/masques_Unet\lymphocyte/LY_539406_mask.png,LY,Images/PBC_dataset_normal_DIB\lymphocyte/LY_539406.jpg
Images/masques_Unet\lymphocyte/LY_285343_mask.png,LY,Images/PBC_dataset_normal_DIB\lymphocyte/LY_285343.jpg
Images/masques_Unet\lymphocyte/LY_249379_mask.png,LY,Images/PBC_dataset_normal_DIB\lymphocyte/LY_249379.jpg
Images/masques_Unet\lymphocyte/LY_289164_mask.png,LY,Images/PBC_dataset_normal_DIB\lymphocyte/LY_289164.jpg
Images/masques_Unet\lymphocyte/LY_672082_mask.png,LY,Images/PBC_dataset_normal_DIB\lymphocyte/LY_672082.jpg
Images/masques_Unet\lymphocyte/LY_234637_mask.png,LY,Images/PBC_dataset_normal_DIB\lymphocyte/LY_234637.jpg
Images/masques_Unet\lymphocyte/LY_478787_mask.png,LY,Images/PBC_dataset_normal_DIB\lymphocyte/LY_478787.jpg
Images/masques_Unet\lymphocyte/LY_377286_mask.png,LY,Images/PBC_dataset_normal_DIB\lymphocyte/LY_377286.jpg
Images/masques_Unet\lymphocyte/LY_634599_mask.png,LY,Images/PBC_dataset_normal_DIB\lymphocyte/LY_634599.jpg
Images/masques_Unet\lymphocyte/LY_912598_mask.png,LY,Images/PBC_dataset_normal_DIB\lymphocyte/LY_912598.jpg
